,重量,貨名,單價,單位,倉位,date,Origin,brand,name,grade,category
3284,抄,紐 tk 羊仔肩捲肉 網裝,$ 2 7.5,磅,其士,29-jan-24 updated.pdf,紐,tk,羊仔肩捲肉,網裝,Lamb
3285,抄,紐 bx 羊仔肩捲肉 網裝,$ 2 7.5,磅,其士,29-jan-24 updated.pdf,紐,bx,羊仔肩捲肉,網裝,Lamb
3286,抄,紐 canterbury 羊仔肩捲肉 筒裝,$ 2 7.5,磅,其士,29-jan-24 updated.pdf,紐,canterbury,羊仔肩捲肉,筒裝,Lamb
3287,抄,紐 tk 羊仔肩捲肉 筒裝,$ 2 7.5,磅,其士,29-jan-24 updated.pdf,紐,tk,羊仔肩捲肉,筒裝,Lamb
3288,抄,澳 midfield 羊仔肩有骨方切,$ 2 5.0,磅,其士,29-jan-24 updated.pdf,澳,midfield,羊仔肩有骨方切,有骨,Lamb
3289,抄,澳 midfield 羊仔骨排 方切,$ 3 5.0,磅,其士,29-jan-24 updated.pdf,澳,midfield,羊仔骨排,方切,Lamb
3290,抄,"澳 midfield 羊仔骨排 法式 cap off (單塊裝 , 有label)",$ 1 04.0,磅,其士,29-jan-24 updated.pdf,澳,midfield,羊仔骨排,單塊裝,Lamb
3291,抄,紐 canterbury 20-22oz 法式8支骨 (綠彩袋),$ 1 04.0,磅,其士,29-jan-24 updated.pdf,紐,canterbury,20-22oz 法式8支骨 (綠彩袋),8支骨,
3292,抄,紐 affco 羊仔骨排 16-18oz 法式8支骨,$ 9 3.0,磅,其士,29-jan-24 updated.pdf,紐,affco,羊仔骨排,8支骨,Lamb
3293,抄,紐 affco 羊仔骨排 14-16oz 法式8支骨,$ 9 3.0,磅,其士,29-jan-24 updated.pdf,紐,affco,羊仔骨排,8支骨,Lamb
3294,抄,紐 ovation 羊仔骨排 法式8支骨 (單塊裝),$ 1 04.0,磅,其士,29-jan-24 updated.pdf,紐,ovation,羊仔骨排,8支骨,Lamb
3295,抄,紐 ovation 羊仔腩肉 karubi 500 gm/包,$ 3 8.0,磅,其士,29-jan-24 updated.pdf,紐,ovation,羊仔腩,,Lamb
3296,抄,澳 midfield 羊t骨,$ 2 2.0,磅,其士,29-jan-24 updated.pdf,澳,midfield,羊t骨,,Lamb
3297,抄,紐 affco 羊仔後膝,$ 3 6.5,磅,其士,29-jan-24 updated.pdf,紐,affco,羊仔後膝,,Lamb
3298,抄,澳 midfield 羊仔髀帶骨 chump off,$ 2 5.0,磅,其士,29-jan-24 updated.pdf,澳,midfield,羊仔髀帶骨,帶骨,Lamb
3299,抄,紐 silver fern 羊仔髀帶骨,$ 3 5.0,磅,其士,29-jan-24 updated.pdf,紐,silver fern,羊仔髀帶骨,帶骨,Lamb
3300,抄,紐 affco 羊仔髀帶骨,$ 2 6.0,磅,其士,29-jan-24 updated.pdf,紐,affco,羊仔髀帶骨,帶骨,Lamb
3301,抄,紐 ovation 羊仔髀帶骨,$ 2 5.0,磅,其士,29-jan-24 updated.pdf,紐,ovation,羊仔髀帶骨,帶骨,Lamb
3302,抄,紐 tk 羊仔髀帶骨,$ 2 5.0,磅,其士,29-jan-24 updated.pdf,紐,tk,羊仔髀帶骨,帶骨,Lamb
3303,抄,墨 sukarne 肥牛肉 (super obento plate),$ 2 1.0,磅,其士,8-may-23.pdf,墨,sukarne,肥牛肉 (super obento plate),,Beef
3304,抄,英國 肥牛肉 super upper plate,$ 2 2.5,磅,其士,8-may-23.pdf,英,pif paf,er plate,,
3305,抄,美 i. b. p. karubi prime,$ 3 7.0,磅,其士,8-may-23.pdf,美,ibp,karubi prime,,
3306,抄,美 i. b. p. karubi cab,$ 3 7.0,磅,其士,8-may-23.pdf,美,ibp,karubi cab,,
3307,抄,美 i. b. p. 橫隔肌 cab,$ 5 4.0,磅,其士,8-may-23.pdf,美,ibp,橫隔肌,,Beef
3308,抄,美 i. b. p. 橫隔肌 choice,$ 4 8.0,磅,其士,8-may-23.pdf,美,ibp,橫隔肌,,Beef
3309,10kg*,阿 frimsa 牛肺,$ 5 .0,磅,其士,8-may-23.pdf,阿,frimesa,牛肺,,Beef
3310,12kg,阿 forres 牛百葉,$ 2 6.5,磅,其士,8-may-23.pdf,阿,forres,牛百葉,,Beef
3311,12kg,阿 forres 牛金錢肚,$ 1 7.5,磅,其士,8-may-23.pdf,阿,forres,牛金錢肚,,Beef
3312,抄,巴 gejota 牛金錢肚,$ 2 1.0,磅,其士,8-may-23.pdf,巴,gejota,牛金錢肚,,Beef
3313,10kg,阿 ifssa 牛骨髓,$ 2 8.0,磅,其士,8-may-23.pdf,阿,ifssa,牛骨髓,,Beef
3314,22.5kg,澳 swift 牛肚,$ 7 .0,磅,其士,8-may-23.pdf,澳,swift,牛肚,,Beef
3315,22.5kg*,澳 midfield 牛肚,$ 7 .5,磅,其士,8-may-23.pdf,澳,midfield,牛肚,,Beef
3316,20kg*,阿 offal 牛孖筋 p-4407,$ 7 .0,磅,其士,8-may-23.pdf,阿,offal,牛孖筋,,Beef
3317,15kg,阿 bustos 牛孖筋 p-2090,$ 7 .0,磅,其士,8-may-23.pdf,阿,bustos,牛孖筋,,Beef
3318,12kg,阿 ifssa 牛孖筋,$ 6 .0,磅,其士,8-may-23.pdf,阿,ifssa,牛孖筋,,Beef
3319,15kg,阿 forres 牛孖筋,$ 6 .0,磅,其士,8-may-23.pdf,阿,forres,牛孖筋,,Beef
3320,抄,巴 gejota 牛孖筋,$ 9 .5,磅,其士,8-may-23.pdf,巴,gejota,牛孖筋,,Beef
3321,抄,巴 lkj 牛孖筋,$ 8 .5,磅,其士,8-may-23.pdf,巴,lkj,牛孖筋,,Beef
3322,抄,巴 boi brasil 牛孖筋,$ 8 .5,磅,其士,8-may-23.pdf,巴,boi brasil,牛孖筋,,Beef
3323,抄,巴 sao francisco 牛孖筋,$ 8 .5,磅,其士,8-may-23.pdf,巴,sao francisco,牛孖筋,,Beef
3324,抄,巴 sao francisco 牛孖筋 (短),$ 5 .5,磅,其士,8-may-23.pdf,巴,sao francisco,牛孖筋,短,Beef
3325,15kg,阿 bustos 牛大腸,$ 7 .0,磅,其士,8-may-23.pdf,阿,bustos,牛大腸,,Beef
3326,10kg*,阿 ifssa 牛大腸,$ 8 .5,磅,其士,8-may-23.pdf,阿,ifssa,牛大腸,,Beef
3327,10kg,阿 bustos 牛舌,$ 1 0.5,磅,其士,8-may-23.pdf,阿,bustos,牛舌,,Beef
3328,抄,巴 gejota 牛舌 p-847,$ 1 1.0,磅,其士,8-may-23.pdf,巴,gejota,牛舌,,Beef
3329,抄,美 i. b. p. 牛肉眼 cab prime,$ 1 38.0,磅,其士,11-dec-23.pdf,美,ibp,牛肉眼,,Beef
3330,抄**,美 i. b. p. 牛肉眼 prime,$ 1 25.0,磅,其士,11-dec-23.pdf,美,ibp,牛肉眼,,Beef
3331,抄,加 canadian diamond 牛肉眼 (2x2) p-38 cab,$ 1 03.0,磅,其士,11-dec-23.pdf,加,canadian diamond,牛肉眼,2x2,Beef
3332,抄,美 i. b. p. 牛肉眼 cab (5條裝),$ 1 05.0,磅,其士,11-dec-23.pdf,美,ibp,牛肉眼,5條裝,Beef
3333,抄,美 national 牛肉眼 cab 12lb上 (2條裝),$ 1 05.0,磅,其士,11-dec-23.pdf,美,national beef,牛肉眼,2條裝,Beef
3334,抄,加 clear river 牛肉眼 (2x2) nr p-38,$ 6 0.0,磅,其士,11-dec-23.pdf,加,clear river ,牛肉眼,2x2,Beef
3335,抄,加 excel 牛肉眼 (2x2) nr p-93,$ 6 0.0,磅,其士,11-dec-23.pdf,加,excel,牛肉眼,2x2,Beef
3336,抄,阿 friarsa 牛肉眼 (s),$ 3 6.0,磅,其士,11-dec-23.pdf,阿,friarsa,牛肉眼,,Beef
3337,抄**,美 i. b. p. 燒牛肉 cab,$ 1 05.0,磅,其士,11-dec-23.pdf,美,ibp,燒牛肉,,Beef
3338,抄,美 i. b. p. 斧頭扒 cab,$ 9 8.0,磅,其士,11-dec-23.pdf,美,ibp,斧頭扒,,Beef
3339,抄,巴 anglo 西冷 4k+,$ 2 4.5,磅,其士,11-dec-23.pdf,西,anglo,西冷,,Beef
3340,抄,巴 boi brasil 西冷 4k+,$ 2 2.5,磅,其士,11-dec-23.pdf,西,boi brasil,西冷,,Beef
3341,抄,巴 gejota 西冷 4k+,$ 2 4.0,磅,其士,11-dec-23.pdf,西,gejota,西冷,,Beef
3342,抄,巴 masterboi 西冷 4k+,$ 2 3.0,磅,其士,11-dec-23.pdf,西,boi brasil,西冷,,Beef
3343,抄,巴 minerva 西冷 4k+,$ 2 4.0,磅,其士,11-dec-23.pdf,西,minerva,西冷,,Beef
3344,抄,巴 pantanal 西冷 4k+,$ 2 3.0,磅,其士,11-dec-23.pdf,西,pantanal,西冷,,Beef
3345,抄,巴 quality beef 西冷 4k+,$ 2 3.0,磅,其士,11-dec-23.pdf,西,quality beef,西冷,,Beef
3346,抄,巴 plena 西冷 4k+,$ 2 3.0,磅,其士,11-dec-23.pdf,西,plena,西冷,,Beef
3347,抄,美 i. b. p. 西冷 cab prime 0x1,$ 1 05.0,磅,其士,11-dec-23.pdf,西,ibp,西冷,,Beef
3348,抄,美 iowa premium 西冷 prime 0x1 (兩條裝),$ 1 00.0,磅,其士,11-dec-23.pdf,西,iowa premium ,西冷,兩條裝,Beef
3349,抄,美 i. b. p. 西冷 cab 0x1,$ 7 5.0,磅,其士,11-dec-23.pdf,西,ibp,西冷,,Beef
3350,抄,紐 affco 西冷 bull 3-4.5k,$ 2 4.0,磅,其士,11-dec-23.pdf,西,affco,西冷,3-4,Beef
3351,抄,紐 affco 西冷 ps 4k+,$ 4 2.0,磅,其士,11-dec-23.pdf,西,affco,西冷,,Beef
3352,抄,紐 anzco 西冷 ps 4k+,$ 4 2.0,磅,其士,11-dec-23.pdf,西,anzco,西冷,,Beef
3353,抄,紐 silver fern 西冷 ps 4k+,$ 4 3.0,磅,其士,11-dec-23.pdf,西,silver fern,西冷,,Beef
3354,抄,紐 affco 西冷 pb 3k+,$ 2 4.0,磅,其士,11-dec-23.pdf,西,affco,西冷,,Beef
3355,抄,巴 gejota 3-4 lb 牛柳,$ 3 8.0,磅,其士,11-dec-23.pdf,巴,gejota,牛柳,3-4,Beef
3356,抄,巴 masterboi 3-4 lb 牛柳,$ 3 8.0,磅,其士,11-dec-23.pdf,巴,boi brasil,牛柳,3-4,Beef
3357,抄,巴 gejota 4-5 lb 牛柳,$ 3 8.0,磅,其士,11-dec-23.pdf,巴,gejota,牛柳,,Beef
3358,抄,巴 dom glutao 4-5 lb 牛柳,$ 3 8.0,磅,其士,11-dec-23.pdf,巴,dom glutao,牛柳,,Beef
3359,抄,巴 masterboi 4-5 lb 牛柳,$ 3 8.0,磅,其士,11-dec-23.pdf,巴,boi brasil,牛柳,,Beef
3360,抄,巴 minerva 牛肺,$ 4.0,磅,其士,11-dec-23.pdf,巴,minerva,牛肺,,Beef
3361,抄,巴 mondelli 牛肺,$ 4.0,磅,其士,11-dec-23.pdf,巴,mondelli,牛肺,,Beef
3362,抄,阿 bustos 牛百葉 p-4750,$ 2 7.0,磅,其士,11-dec-23.pdf,阿,bustos,牛百葉,,Beef
3363,抄,巴 gejota 牛金錢肚,$ 1 7.5,磅,其士,11-dec-23.pdf,巴,gejota,牛金錢肚,,Beef
3364,抄**,阿 meatex 牛金錢肚,$ 1 4.5,磅,其士,11-dec-23.pdf,阿,excel,牛金錢肚,,Beef
3365,抄,澳 amh 牛金錢肚 p-4/384,$ 1 9.4,磅,其士,11-dec-23.pdf,澳,amh,牛金錢肚,,Beef
3366,20kg,阿 offal 牛孖筋 p-4407,$ 1 0.5,磅,其士,11-dec-23.pdf,阿,offal,牛孖筋,,Beef
3367,抄,巴 gejota 牛孖筋,$ 1 7.0,磅,其士,11-dec-23.pdf,巴,gejota,牛孖筋,,Beef
3368,10kg,阿 ifssa 牛骨髓,$ 2 6.0,磅,其士,11-dec-23.pdf,阿,ifssa,牛骨髓,,Beef
3369,13kg,阿 frimsa 牛膀,$ 6.3,磅,其士,11-dec-23.pdf,阿,frimesa,牛膀,,Beef
3370,抄,巴 minerva 牛膀,$ 5.6,磅,其士,11-dec-23.pdf,巴,minerva,牛膀,,Beef
3371,24kg,紐 anzco 牛肚 (餅裝),$ 6.8,磅,其士,11-dec-23.pdf,紐,anzco,牛肚,餅裝,Beef
3372,抄,澳 amh 牛肚,$ 6.6,磅,其士,11-dec-23.pdf,澳,amh,牛肚,,Beef
3373,22.5kg,澳 midfield 牛肚,$ 6.8,磅,其士,11-dec-23.pdf,澳,midfield,牛肚,,Beef
3374,15kg,阿 frimsa 牛小腸,$ 7.0,磅,其士,11-dec-23.pdf,阿,frimesa,牛小腸,,Beef
3375,10kg,阿 ifssa 牛小腸,$ 7.0,磅,其士,11-dec-23.pdf,阿,ifssa,牛小腸,,Beef
3376,10kg,阿 offal 牛尾,$ 1 4.0,磅,其士,11-dec-23.pdf,阿,offal,牛尾,,Beef
3377,10kg*,阿 meatex 牛尾,$ 1 4.0,磅,其士,11-dec-23.pdf,阿,excel,牛尾,,Beef
3378,抄,巴 plena 牛尾,$ 1 6.0,磅,其士,11-dec-23.pdf,巴,plena,牛尾,,Beef
3379,抄**,阿 meatex 牛舌,$ 9.0,磅,其士,11-dec-23.pdf,阿,excel,牛舌,,Beef
3380,抄,巴 anglo 牛舌,$ 1 0.0,磅,其士,11-dec-23.pdf,巴,anglo,牛舌,,Beef
3381,抄,巴 mataboi 牛舌,$ 1 2.5,磅,其士,11-dec-23.pdf,巴,boi brasil,牛舌,,Beef
3382,抄,巴 naturafrig 牛舌,$ 9.5,磅,其士,11-dec-23.pdf,巴,naturafrig,牛舌,,Beef
3383,抄,巴 gejota 牛舌,$ 9.2,磅,其士,11-dec-23.pdf,巴,gejota,牛舌,,Beef
3384,抄,巴 gejota 牛舌 (曲),$ 8.5,磅,其士,11-dec-23.pdf,巴,gejota,牛舌,,Beef
3385,抄,巴 barra mansa 牛舌,$ 9.5,磅,其士,11-dec-23.pdf,巴,barra mansa,牛舌,,Beef
3386,抄,巴 mondelli 牛舌,$ 9.5,磅,其士,11-dec-23.pdf,巴,mondelli,牛舌,,Beef
3387,抄,巴 pantanal 牛舌,$ 9.5,磅,其士,11-dec-23.pdf,巴,pantanal,牛舌,,Beef
3388,抄,巴 seara 豬梅肉,$ 9.8,磅,其士,11-dec-23.pdf,巴,seara,豬梅肉,,Pork
3389,20kg,巴 palmali 豬梅肉,$ 1 0.5,磅,其士,11-dec-23.pdf,巴,palmali,豬梅肉,,Pork
3390,抄,澳 gamemeat 白山羊帶皮 16kg下,$ 7 8.0,kg,其士,11-dec-23.pdf,澳,gamemeat,白山羊帶皮,帶皮,Lamb
3391,抄,澳 midfield 羊仔肩捲肉 網裝,$ 3 1.5,磅,其士,11-dec-23.pdf,澳,midfield,羊仔肩捲肉,網裝,Lamb
3392,抄,紐 ovation 羊仔肩捲肉 網裝,$ 3 1.5,磅,其士,11-dec-23.pdf,紐,ovation,羊仔肩捲肉,網裝,Lamb
3393,抄,紐 bx 羊仔肩捲肉 網裝,$ 3 1.5,磅,其士,11-dec-23.pdf,紐,bx,羊仔肩捲肉,網裝,Lamb
3394,抄,紐 kiwi 羊仔肩捲肉 筒裝,$ 3 1.5,磅,其士,11-dec-23.pdf,紐,kiwi,羊仔肩捲肉,筒裝,Lamb
3395,抄,紐 canterbury 羊仔肩捲肉 筒裝,$ 3 1.5,磅,其士,11-dec-23.pdf,紐,canterbury,羊仔肩捲肉,筒裝,Lamb
3396,抄,澳 midfield 羊仔肩有骨方切,$ 2 5.0,磅,其士,11-dec-23.pdf,澳,midfield,羊仔肩有骨方切,有骨,Lamb
3397,抄,紐 affco 羊仔肩有骨方切,$ 2 6.5,磅,其士,11-dec-23.pdf,紐,affco,羊仔肩有骨方切,有骨,Lamb
3398,抄,澳 midfield 羊仔骨排 方切,$ 3 5.0,磅,其士,11-dec-23.pdf,澳,midfield,羊仔骨排,方切,Lamb
3399,抄,紐 silver fern 羊仔骨排,$ 5 7.0,磅,其士,11-dec-23.pdf,紐,silver fern,羊仔骨排,,Lamb
3400,抄,"澳 midfield 羊仔骨排 法式 cap off (單塊裝 , 有label)",$ 1 04.0,磅,其士,11-dec-23.pdf,澳,midfield,羊仔骨排,單塊裝,Lamb
3401,抄,紐 canterbury 20-22oz 法式8支骨 (綠彩袋),$ 1 04.0,磅,其士,11-dec-23.pdf,紐,canterbury,20-22oz 法式8支骨 (綠彩袋),8支骨,
3402,抄**,紐 silver fern 羊仔骨排 16-18oz 法式8支骨,$ 1 06.0,磅,其士,11-dec-23.pdf,紐,silver fern,羊仔骨排,8支骨,Lamb
3403,抄,紐 affco 羊仔骨排 16-18oz 法式8支骨,$ 1 04.0,磅,其士,11-dec-23.pdf,紐,affco,羊仔骨排,8支骨,Lamb
3404,抄**,紐 silver fern 羊仔骨排 14-16oz 法式8支骨,$ 1 06.0,磅,其士,11-dec-23.pdf,紐,silver fern,羊仔骨排,8支骨,Lamb
3405,抄,紐 affco 羊仔骨排 14-16oz 法式8支骨,$ 1 04.0,磅,其士,11-dec-23.pdf,紐,affco,羊仔骨排,8支骨,Lamb
3406,抄**,紐 ovation 羊仔骨排 法式8支骨 (單塊裝),$ 1 05.0,磅,其士,11-dec-23.pdf,紐,ovation,羊仔骨排,8支骨,Lamb
3407,抄,澳 midfield 羊t骨,$ 2 2.0,磅,其士,11-dec-23.pdf,澳,midfield,羊t骨,,Lamb
3408,20kg*,紐 silver fern 羊仔腩,$ 3 5.0,磅,其士,11-dec-23.pdf,紐,silver fern,羊仔腩,,Lamb
3409,抄,紐 affco 羊仔後膝,$ 3 6.5,磅,其士,11-dec-23.pdf,紐,affco,羊仔後膝,,Lamb
3410,抄,澳 midfield 羊仔髀帶骨 chump off,$ 2 5.0,磅,其士,11-dec-23.pdf,澳,midfield,羊仔髀帶骨,帶骨,Lamb
3411,抄,紐 silver fern 羊仔髀帶骨,$ 3 5.0,磅,其士,11-dec-23.pdf,紐,silver fern,羊仔髀帶骨,帶骨,Lamb
3412,抄,紐 ovation 羊仔髀帶骨,$ 2 6.0,磅,其士,11-dec-23.pdf,紐,ovation,羊仔髀帶骨,帶骨,Lamb
3413,抄,紐 ovation 羊仔髀肉,$ 3 0.0,磅,其士,11-dec-23.pdf,紐,ovation,羊仔髀肉,,Lamb
3414,抄,紐 affco 牛肉眼 ps 4k+,$ 5 0.0,磅,其士,20-nov-23.pdf,紐,affco,牛肉眼,,Beef
3415,抄,紐 silver fern 牛肉眼 ps 4k+,$ 5 0.0,磅,其士,20-nov-23.pdf,紐,silver fern,牛肉眼,,Beef
3416,抄,美 i. b. p. 牛肉眼 cab prime,$ 1 38.0,磅,其士,20-nov-23.pdf,美,ibp,牛肉眼,,Beef
3417,抄,加 canadian diamond 牛肉眼 (2x2) p-38 cab,$ 1 03.0,磅,其士,20-nov-23.pdf,加,canadian diamond,牛肉眼,2x2,Beef
3418,抄,美 i. b. p. 牛肉眼 cab (5條裝),$ 1 05.0,磅,其士,20-nov-23.pdf,美,ibp,牛肉眼,5條裝,Beef
3419,抄,美 national 牛肉眼 cab 12lb上 (2條裝),$ 1 05.0,磅,其士,20-nov-23.pdf,美,national beef,牛肉眼,2條裝,Beef
3420,抄,加 clear river 牛肉眼 (2x2) nr p-38,$ 6 0.0,磅,其士,20-nov-23.pdf,加,clear river ,牛肉眼,2x2,Beef
3421,抄,加 excel 牛肉眼 (2x2) nr p-93,$ 6 0.0,磅,其士,20-nov-23.pdf,加,excel,牛肉眼,2x2,Beef
3422,抄,阿 friarsa 牛肉眼 (s),$ 3 6.0,磅,其士,20-nov-23.pdf,阿,friarsa,牛肉眼,,Beef
3423,抄,美 i. b. p. 斧頭扒 cab,$ 9 8.0,磅,其士,20-nov-23.pdf,美,ibp,斧頭扒,,Beef
3424,抄,巴 anglo 西冷 4k+,$ 2 5.0,磅,其士,20-nov-23.pdf,西,anglo,西冷,,Beef
3425,抄,巴 boi brasil 西冷 4k+,$ 2 3.5,磅,其士,20-nov-23.pdf,西,boi brasil,西冷,,Beef
3426,抄,巴 gejota 西冷 4k+,$ 2 5.0,磅,其士,20-nov-23.pdf,西,gejota,西冷,,Beef
3427,抄,巴 masterboi 西冷 4k+,$ 2 4.0,磅,其士,20-nov-23.pdf,西,boi brasil,西冷,,Beef
3428,抄,巴 minerva 西冷 4k+,$ 2 5.0,磅,其士,20-nov-23.pdf,西,minerva,西冷,,Beef
3429,抄,巴 pantanal 西冷 4k+,$ 2 3.5,磅,其士,20-nov-23.pdf,西,pantanal,西冷,,Beef
3430,抄,巴 quality beef 西冷 4k+,$ 2 4.5,磅,其士,20-nov-23.pdf,西,quality beef,西冷,,Beef
3431,抄,巴 plena 西冷 4k+,$ 2 4.0,磅,其士,20-nov-23.pdf,西,plena,西冷,,Beef
3432,抄,美 i. b. p. 西冷 cab prime 0x1,$ 1 05.0,磅,其士,20-nov-23.pdf,西,ibp,西冷,,Beef
3433,抄,美 iowa premium 西冷 prime 0x1 (兩條裝),$ 1 00.0,磅,其士,20-nov-23.pdf,西,iowa premium ,西冷,兩條裝,Beef
3434,抄,美 i. b. p. 西冷 cab 0x1,$ 7 5.0,磅,其士,20-nov-23.pdf,西,ibp,西冷,,Beef
3435,抄**,紐 affco 西冷 bull 3-4.5k,$ 2 5.0,磅,其士,20-nov-23.pdf,西,affco,西冷,3-4,Beef
3436,抄,紐 affco 西冷 ps 4k+,$ 4 3.0,磅,其士,20-nov-23.pdf,西,affco,西冷,,Beef
3437,抄,紐 silver fern 西冷 ps 4k+,$ 4 3.0,磅,其士,20-nov-23.pdf,西,silver fern,西冷,,Beef
3438,抄,紐 affco 西冷 pb 3k+,$ 2 5.0,磅,其士,20-nov-23.pdf,西,affco,西冷,,Beef
3439,抄,巴 gejota 3-4 lb 牛柳,$ 3 9.0,磅,其士,20-nov-23.pdf,巴,gejota,牛柳,3-4,Beef
3440,抄,巴 masterboi 3-4 lb 牛柳,$ 3 9.0,磅,其士,20-nov-23.pdf,巴,boi brasil,牛柳,3-4,Beef
3441,抄,巴 gejota 4-5 lb 牛柳,$ 3 9.0,磅,其士,20-nov-23.pdf,巴,gejota,牛柳,,Beef
3442,抄,巴 dom glutao 4-5 lb 牛柳,$ 3 9.0,磅,其士,20-nov-23.pdf,巴,dom glutao,牛柳,,Beef
3443,抄,巴 masterboi 4-5 lb 牛柳,$ 3 9.0,磅,其士,20-nov-23.pdf,巴,boi brasil,牛柳,,Beef
3444,抄,巴 plena 4-5 lb 牛柳,$ 3 9.0,磅,其士,20-nov-23.pdf,巴,plena,牛柳,,Beef
3445,10kg,阿 bustos 牛肺,$ 4.1,磅,其士,20-nov-23.pdf,阿,bustos,牛肺,,Beef
3446,10kg,阿 frimsa 牛肺,$ 4.1,磅,其士,20-nov-23.pdf,阿,frimesa,牛肺,,Beef
3447,10kg,阿 ifssa 牛肺,$ 4.1,磅,其士,20-nov-23.pdf,阿,ifssa,牛肺,,Beef
3448,抄,巴 minerva 牛肺,$ 4.0,磅,其士,20-nov-23.pdf,巴,minerva,牛肺,,Beef
3449,抄,巴 mondelli 牛肺,$ 4.0,磅,其士,20-nov-23.pdf,巴,mondelli,牛肺,,Beef
3450,抄,阿 bustos 牛百葉 p-4750,$ 2 7.0,磅,其士,20-nov-23.pdf,阿,bustos,牛百葉,,Beef
3451,抄,巴 gejota 牛金錢肚,$ 1 7.5,磅,其士,20-nov-23.pdf,巴,gejota,牛金錢肚,,Beef
3452,抄,澳 amh 牛金錢肚 p-4/384,$ 1 9.6,磅,其士,20-nov-23.pdf,澳,amh,牛金錢肚,,Beef
3453,抄**,阿 offal 牛孖筋 p-4407,$ 1 1.2,磅,其士,20-nov-23.pdf,阿,offal,牛孖筋,,Beef
3454,10kg,阿 ifssa 牛骨髓,$ 2 6.0,磅,其士,20-nov-23.pdf,阿,ifssa,牛骨髓,,Beef
3455,13kg,阿 frimsa 牛膀,$ 6.3,磅,其士,20-nov-23.pdf,阿,frimesa,牛膀,,Beef
3456,抄**,巴 minerva 牛膀,$ 5.6,磅,其士,20-nov-23.pdf,巴,minerva,牛膀,,Beef
3457,20kg,紐 affco 牛肚,$ 7.0,磅,其士,20-nov-23.pdf,紐,affco,牛肚,,Beef
3458,24kg,紐 anzco 牛肚 (餅裝),$ 6.8,磅,其士,20-nov-23.pdf,紐,anzco,牛肚,餅裝,Beef
3459,抄,澳 amh 牛肚,$ 6.6,磅,其士,20-nov-23.pdf,澳,amh,牛肚,,Beef
3460,22.5kg,澳 midfield 牛肚,$ 6.8,磅,其士,20-nov-23.pdf,澳,midfield,牛肚,,Beef
3461,15kg,阿 frimsa 牛小腸,$ 7.0,磅,其士,20-nov-23.pdf,阿,frimesa,牛小腸,,Beef
3462,10kg,阿 ifssa 牛小腸,$ 7.0,磅,其士,20-nov-23.pdf,阿,ifssa,牛小腸,,Beef
3463,10kg,阿 offal 牛尾,$ 1 4.5,磅,其士,20-nov-23.pdf,阿,offal,牛尾,,Beef
3464,抄**,巴 plena 牛尾,$ 1 6.0,磅,其士,20-nov-23.pdf,巴,plena,牛尾,,Beef
3465,抄,巴 anglo 牛舌,$ 1 0.5,磅,其士,20-nov-23.pdf,巴,anglo,牛舌,,Beef
3466,抄,巴 mataboi 牛舌 p-177,$ 1 2.5,磅,其士,20-nov-23.pdf,巴,boi brasil,牛舌,,Beef
3467,抄,巴 naturafrig 牛舌,$ 1 0.0,磅,其士,20-nov-23.pdf,巴,naturafrig,牛舌,,Beef
3468,抄,巴 gejota 牛舌,$ 9.5,磅,其士,20-nov-23.pdf,巴,gejota,牛舌,,Beef
3469,抄,巴 gejota 牛舌 (曲),$ 9.0,磅,其士,20-nov-23.pdf,巴,gejota,牛舌,,Beef
3470,抄,巴 barra mansa 牛舌,$ 1 0.0,磅,其士,20-nov-23.pdf,巴,barra mansa,牛舌,,Beef
3471,抄,巴 mondelli 牛舌,$ 1 0.0,磅,其士,20-nov-23.pdf,巴,mondelli,牛舌,,Beef
3472,抄,巴 pantanal 牛舌,$ 1 0.0,磅,其士,20-nov-23.pdf,巴,pantanal,牛舌,,Beef
3473,抄,紐 ovation 羊仔肩捲肉 網裝,$ 3 2.0,磅,其士,20-nov-23.pdf,紐,ovation,羊仔肩捲肉,網裝,Lamb
3474,抄,紐 bx 羊仔肩捲肉 網裝,$ 3 2.0,磅,其士,20-nov-23.pdf,紐,bx,羊仔肩捲肉,網裝,Lamb
3475,抄,紐 kiwi 羊仔肩捲肉 筒裝,$ 3 2.0,磅,其士,20-nov-23.pdf,紐,kiwi,羊仔肩捲肉,筒裝,Lamb
3476,抄,紐 canterbury 羊仔肩捲肉 筒裝,$ 3 2.0,磅,其士,20-nov-23.pdf,紐,canterbury,羊仔肩捲肉,筒裝,Lamb
3477,抄,澳 midfield 羊仔肩有骨方切,$ 2 5.0,磅,其士,20-nov-23.pdf,澳,midfield,羊仔肩有骨方切,有骨,Lamb
3478,抄,紐 affco 羊仔肩有骨方切,$ 2 6.5,磅,其士,20-nov-23.pdf,紐,affco,羊仔肩有骨方切,有骨,Lamb
3479,抄,紐 silver fern 羊仔肩有骨方切,$ 2 6.5,磅,其士,20-nov-23.pdf,紐,silver fern,羊仔肩有骨方切,有骨,Lamb
3480,抄,澳 midfield 羊仔骨排 方切,$ 3 5.0,磅,其士,20-nov-23.pdf,澳,midfield,羊仔骨排,方切,Lamb
3481,抄,紐 silver fern 羊仔骨排,$ 5 7.0,磅,其士,20-nov-23.pdf,紐,silver fern,羊仔骨排,,Lamb
3482,抄,"澳 midfield 羊仔骨排 法式 cap off (單塊裝 , 有label)",$ 1 04.0,磅,其士,20-nov-23.pdf,澳,midfield,羊仔骨排,單塊裝,Lamb
