Column1,productName,productTag,supplier,category,packing,origin,brand,effectivedate,spec1,spec2,spec3,spec4,spec5,spec6,price,weightUnit,warehouse,notes
776,"30 LB Simplot 曲條 1/2"" 10.00/磅",,泰兴,,,,,,1/2,,,,,,10,lb,[],
778,15 KG SUBLIME 雞中亦 30克上 10.20/磅,雞中翼,泰兴,CHICKEN,,中國,,,,,,,,,10.2,kg,[],
779,18KG 大使 雞中亦 11.80/磅 P 2539,雞中翼,泰兴,CHICKEN,18kg,中國,DIPLOMATA,,,,,,,,11.8,kg,[],
780,12 KG 美國 M 雞扒 10.00/磅 Mountaire,雞扒,泰兴,CHICKEN,,美國,,,,,,,,,10,kg,[],
781,15 KG Aurora 雞全亦 90克上 7.20/磅,,泰兴,,,,AURORA,,,,,,,,7.2,kg,[],
782,10 KG 中佳 中亦 50克上 22.50/ 磅 16 小盒/ 箱 ECD 咖哩牛腩 250克 每箱HK$ 256,牛腩,泰兴,BEEF,,中國,,,,,,,,,22.5,kg,[],
783,16 小盒/ 箱 ECD 東坡肉 200克 每箱HK$ 256,,泰兴,,,,,,+200G,,,,,,,kg,[],
784,10 KG 中佳 IQF 小胸 16.50/KG 16 小盒/ 箱 ECD 梅菜扣肉 250克 每箱HK$ 256,雞柳,泰兴,CHICKEN,,中國,,,,,,,,,16.5,kg,[],
785,12KG 中佳 去皮 大胸 15.50 /KG 12 小盒/箱 ECD 冬瓜 鴨腿湯 600克 每箱HK$ 192,,泰兴,,12kg,中國,,,去皮,,,,,,15.5,kg,[],
786,12 KG 龍城 去皮大胸 15.50/KG 12 小盒/箱 ECD 蟲草花 鴨腿湯 600克 每箱HK$ 192,,泰兴,,,,,,去皮,,,,,,15.5,kg,[],
787,12KG 龍城 帶皮上比肉 7.60 /磅 16 小盒/ 箱 ECD 鎮江骨 200克 每箱HK$ 256,,泰兴,,12kg,,,,+200G,帶皮,,,,,7.6,kg,[],
788,10 KG IQF 雞肝 10.00/磅 16 小盒/ 箱 ECD 栗子燜鴨 250克 每箱HK$ 256,,泰兴,,,,,,,,,,,,10,kg,[],
789,15 KG 龍城 雞扒 300克上 8.80 /磅 16 小盒/ 箱 ECD 魚香茄子 250克 每箱HK$ 256,雞扒,泰兴,CHICKEN,,,,,+300G,,,,,,8.8,kg,[],
790,12 KG 龍城 雞扒 250克上 8.80/磅 2 KG X 6包,雞扒,泰兴,CHICKEN,,,,,,,,,,,8.8,kg,[],
791,15 KG 中佳 雞扒 300克上 8.80/磅,雞扒,泰兴,CHICKEN,,中國,,,+300G,,,,,,8.8,kg,[],
792,15 KG 龍城 雞比 180-200克 8.20/磅,,泰兴,,,,,,+200G,,,,,,8.2,kg,[],
793,15 KG 龍城 雞比 200-220克 8.20/磅 魚蛋 18 KG 台灣 花枝燕 21.00/磅 3KG x 4袋,,泰兴,,,,,,+200G,,,,,,21,kg,[],
794,15 KG 龍城 雞比 220-240克 8.20/磅 50包 御鮑片 300g x 25包 x 2扎 1000/扎,,泰兴,,,,,,+300G,220/240,,,,,8.2,kg,[],
795,15 KG 龍城 雞比 240-260克 7.80/磅 12KG ECD 大炸魚丸 21.00/磅 3KG x 4 約45克,,泰兴,,12kg,,,,240/260,,,,,,21,kg,[],
796,15 KG 龍城 雞比 260-280克 7.50/磅 12KG ECD 細炸魚丸 21.00/磅 3KG x 4,,泰兴,,12kg,,,,260/280,,,,,,21,kg,[],
797,15 KG 龍城 雞比 320-340克 7.40/磅 12KG ECD 大尖魚條 21.00/磅 大約 每條 125克,,泰兴,,12kg,,,,,,,,,,21,kg,[],
798,30 磅 Case Farm 珍寶雞比 6.80/磅 14.4KG ECD 白并蛋 600/合 300克 x48包,,泰兴,,,,CASEFARM,,+300G,4K+,,,,,14.4,kg,[],
799,18KG ECD 雞肉 燒買 10.5/ 磅 3 KG X 6,,泰兴,,18kg,,,07/01/2024,,,,,,,10.5,kg,[],
800,20LB ECD 雞肉 燒賣 11.00/磅 20包 X 1LB,,泰兴,,,,,07/01/2024,,,,,,,11,lb,[],
801,10磅 ECD 栗米墨魚餅 270/箱 2 LB X 5,,泰兴,,,墨西哥,,07/01/2024,,,,,,,,lb,[],
802,12KG ECD 大粒 墨魚丸 26.00/磅 3KG x 4 約45克,,泰兴,,12kg,墨西哥,,07/01/2024,,,,,,,26,kg,[],
803,15KG Vaelob 阿根庭 牛根 7.50 /磅 P 2539,,泰兴,,15kg,阿根廷,,07/01/2024,,,,,,,7.5,kg,[],
804,12KG Vaelob 阿根庭 牛栢葉(漂) 28 /磅 P 2539 24包 鍾意食豬柳漢堡 1 oz (每包6塊) 470/合,,泰兴,,12kg,阿根廷,,07/01/2024,,,,,,,,kg,[],
805,10 KG Vaelob 阿根庭 牛尾 12.50 /磅,,泰兴,,,阿根廷,,07/01/2024,,,,,,,12.5,kg,[],
806,12KG 上海大成 鹽酥雞粒 570 箱,鹽酥雞粒,泰兴,PREMADE,12kg,,,07/01/2024,,,,,,,,kg,[],
807,3 KG x 4袋,,泰兴,,,,,07/01/2024,,,,,,,,kg,[],
808,"10KG 台式 鹽酥雞 500克 x 20包 480箱 什 15 KG (原味) 雞寶 , 每粒約22克 370/合",鹽酥雞粒,泰兴,PREMADE,10kg,,,07/01/2024,,,,,,,,kg,[],
809,2.4kg x4袋 上海大成 麥香雞 (漢堡) 370/合 4 x 50塊,,泰兴,,,,,07/01/2024,4K+,,,,,,2.4,kg,[],
810,"10 KG 日式""真打""烏冬 (5個x250克)黑色 160/合 1.25k x 8",,泰兴,,25kg,,,07/01/2024,,,,,,,1.25,kg,[],
811,"8 KG 日式""真打""烏冬 (5個x200克) 紅色 160/合 1kg x 8",,泰兴,,,,,07/01/2024,+200G,,,,,,,kg,[],
812,3.4K 日本 CF 風味炸帶子 480/合,炸帶子,泰兴,PREMADE,,,,07/01/2024,4K+,,,,,,3.4,kg,[],
814,15 KG SUBLIME 雞中亦 30克上 10.20/磅,雞中翼,泰兴,CHICKEN,,中國,,07/01/2024,,,,,,,10.2,kg,[],
815,18KG 大使 雞中亦 11.80/磅 P 2539,雞中翼,泰兴,CHICKEN,18kg,中國,DIPLOMATA,07/01/2024,,,,,,,11.8,kg,[],
816,12 KG 美國 M 雞扒 10.00/磅 Mountaire,雞扒,泰兴,CHICKEN,,美國,,07/01/2024,,,,,,,10,kg,[],
817,15 KG Aurora 雞全亦 90克上 7.20/磅,,泰兴,,,,AURORA,07/01/2024,,,,,,,7.2,kg,[],
818,10 KG 中佳 中亦 50克上 22.50/ 磅 16 小盒/ 箱 ECD 咖哩牛腩 250克 每箱HK$ 256,牛腩,泰兴,BEEF,,中國,,07/01/2024,,,,,,,22.5,kg,[],
819,16 小盒/ 箱 ECD 東坡肉 200克 每箱HK$ 256,,泰兴,,,,,07/01/2024,+200G,,,,,,,kg,[],
820,10 KG 中佳 IQF 小胸 16.50/KG 16 小盒/ 箱 ECD 梅菜扣肉 250克 每箱HK$ 256,雞柳,泰兴,CHICKEN,,中國,,07/01/2024,,,,,,,16.5,kg,[],
821,12KG 中佳 去皮 大胸 15.50 /KG 12 小盒/箱 ECD 冬瓜 鴨腿湯 600克 每箱HK$ 192,,泰兴,,12kg,中國,,07/01/2024,去皮,,,,,,15.5,kg,[],
822,12 KG 龍城 去皮大胸 15.50/KG 12 小盒/箱 ECD 蟲草花 鴨腿湯 600克 每箱HK$ 192,,泰兴,,,,,07/01/2024,去皮,,,,,,15.5,kg,[],
823,12KG 龍城 帶皮上比肉 7.60 /磅 16 小盒/ 箱 ECD 鎮江骨 200克 每箱HK$ 256,,泰兴,,12kg,,,07/01/2024,+200G,帶皮,,,,,7.6,kg,[],
824,10 KG IQF 雞肝 10.00/磅 16 小盒/ 箱 ECD 栗子燜鴨 250克 每箱HK$ 256,,泰兴,,,,,07/01/2024,,,,,,,10,kg,[],
825,15 KG 龍城 雞扒 300克上 8.80 /磅 16 小盒/ 箱 ECD 魚香茄子 250克 每箱HK$ 256,雞扒,泰兴,CHICKEN,,,,07/01/2024,+300G,,,,,,8.8,kg,[],
826,12 KG 龍城 雞扒 250克上 8.80/磅 2 KG X 6包,雞扒,泰兴,CHICKEN,,,,07/01/2024,,,,,,,8.8,kg,[],
827,15 KG 中佳 雞扒 300克上 8.80/磅,雞扒,泰兴,CHICKEN,,中國,,07/01/2024,+300G,,,,,,8.8,kg,[],
828,15 KG 龍城 雞比 180-200克 8.20/磅,,泰兴,,,,,07/01/2024,+200G,,,,,,8.2,kg,[],
829,15 KG 龍城 雞比 200-220克 8.20/磅 魚蛋 18 KG 台灣 花枝燕 21.00/磅 3KG x 4袋,,泰兴,,,,,07/01/2024,+200G,,,,,,21,kg,[],
830,15 KG 龍城 雞比 220-240克 8.20/磅 50包 御鮑片 300g x 25包 x 2扎 1000/扎,,泰兴,,,,,07/01/2024,+300G,220/240,,,,,8.2,kg,[],
831,15 KG 龍城 雞比 240-260克 7.80/磅 12KG ECD 大炸魚丸 21.00/磅 3KG x 4 約45克,,泰兴,,12kg,,,07/01/2024,240/260,,,,,,21,kg,[],
832,15 KG 龍城 雞比 260-280克 7.50/磅 12KG ECD 細炸魚丸 21.00/磅 3KG x 4,,泰兴,,12kg,,,07/01/2024,260/280,,,,,,21,kg,[],
833,15 KG 龍城 雞比 320-340克 7.40/磅 12KG ECD 大尖魚條 21.00/磅 大約 每條 125克,,泰兴,,12kg,,,07/01/2024,,,,,,,21,kg,[],
834,30 磅 Case Farm 珍寶雞比 6.80/磅 14.4KG ECD 白并蛋 600/合 300克 x48包,,泰兴,,,,CASEFARM,07/01/2024,+300G,4K+,,,,,14.4,kg,[],
835,18KG ECD 雞肉 燒買 10.5/ 磅 3 KG X 6,,泰兴,,18kg,,,07/01/2024,,,,,,,10.5,kg,[],
836,20LB ECD 雞肉 燒賣 11.00/磅 20包 X 1LB,,泰兴,,,,,07/01/2024,,,,,,,11,lb,[],
837,10磅 ECD 栗米墨魚餅 270/箱 2 LB X 5,,泰兴,,,墨西哥,,07/01/2024,,,,,,,,lb,[],
838,12KG ECD 大粒 墨魚丸 26.00/磅 3KG x 4 約45克,,泰兴,,12kg,墨西哥,,07/01/2024,,,,,,,26,kg,[],
839,15KG Vaelob 阿根庭 牛根 7.50 /磅 P 2539,,泰兴,,15kg,阿根廷,,07/01/2024,,,,,,,7.5,kg,[],
840,12KG Vaelob 阿根庭 牛栢葉(漂) 28 /磅 P 2539 24包 鍾意食豬柳漢堡 1 oz (每包6塊) 470/合,,泰兴,,12kg,阿根廷,,07/01/2024,,,,,,,,kg,[],
841,10 KG Vaelob 阿根庭 牛尾 12.50 /磅,,泰兴,,,阿根廷,,07/01/2024,,,,,,,12.5,kg,[],
842,12KG 上海大成 鹽酥雞粒 570 箱,鹽酥雞粒,泰兴,PREMADE,12kg,,,07/01/2024,,,,,,,,kg,[],
843,3 KG x 4袋,,泰兴,,,,,07/01/2024,,,,,,,,kg,[],
844,"10KG 台式 鹽酥雞 500克 x 20包 480箱 什 15 KG (原味) 雞寶 , 每粒約22克 370/合",鹽酥雞粒,泰兴,PREMADE,10kg,,,07/01/2024,,,,,,,,kg,[],
845,2.4kg x4袋 上海大成 麥香雞 (漢堡) 370/合 4 x 50塊,,泰兴,,,,,07/01/2024,4K+,,,,,,2.4,kg,[],
846,"10 KG 日式""真打""烏冬 (5個x250克)黑色 160/合 1.25k x 8",,泰兴,,25kg,,,07/01/2024,,,,,,,1.25,kg,[],
847,"8 KG 日式""真打""烏冬 (5個x200克) 紅色 160/合 1kg x 8",,泰兴,,,,,07/01/2024,+200G,,,,,,,kg,[],
849,15KG M 太陽牌鹹豬手 14.60/磅 1000-1200克,,泰兴,,15kg,,,07/01/2024,+200G,,,,,,14.6,kg,[],
850,15KG L 太陽牌鹹豬手 14.60/磅 1200克上,,泰兴,,15kg,,,07/01/2024,+200G,,,,,,14.6,kg,[],
851,15隻裝 (生) 冇骨鹹豬手 500/合 每隻600克,,泰兴,,,,,07/01/2024,,,,,,,,lb,[],
852,15KG XS VT牌 鹹豬手 11.00/磅,,泰兴,,15kg,,,07/01/2024,,,,,,,11,kg,[],
853,15KG S VT牌 鹹豬手 11.00/磅 800-1000克,,泰兴,,15kg,,,07/01/2024,,,,,,,11,kg,[],
854,15KG M VT牌 鹹豬手 11.00/磅 1000-1200克,,泰兴,,15kg,,,07/01/2024,+200G,,,,,,11,kg,[],
855,15KG L VT牌 鹹豬手 11.00/磅 1200克上,,泰兴,,15kg,,,07/01/2024,+200G,,,,,,11,kg,[],
856,10KG 英國 豬爭 8.50/磅 抄碼 約10KG,,泰兴,,抄,英國,,07/01/2024,,,,,,,8.5,kg,[],
857,16 KG 輝煌 大腸 8.80/磅,豬大腸,泰兴,PORK,,,,07/01/2024,,,,,,,8.8,kg,[],
858,25 KG 輝煌 豬 後赤 10.20/磅 P 727 24磅 旭日太陽雞肉腸 12.00/磅 32包 x12oz,,泰兴,,,,,07/01/2024,,,,,,,12,kg,[],
859,20 KG 輝煌 豬 梅肉 10.00/磅 24 磅 勝利寶牌 高級雞肉腸 12.00/磅 32包 x12oz,豬梅肉,泰兴,PORK,,,,07/01/2024,,,,,,,12,kg,[],
860,25KG 輝煌 豬扒 9.50/磅,豬扒,泰兴,PORK,25kg,,,07/01/2024,,,,,,,9.5,kg,[],
861,15KG 輝煌 豬耳 9.20/磅,,泰兴,,15kg,,,07/01/2024,,,,,,,9.2,kg,[],
862,20KG 輝煌 豬腳 4.20/磅,,泰兴,,20kg,,,07/01/2024,,,,,,,4.2,kg,[],
863,18 KG 輝煌 豬肚 6.50/磅,,泰兴,,,,,07/01/2024,,,,,,,6.5,kg,[],
864,18 KG 輝煌 豬脷 4.20/磅,豬舌,泰兴,PORK,,,,07/01/2024,,,,,,,4.2,kg,[],
865,20 KG 輝煌 豬 後桐骨 4.50 /磅,,泰兴,,,,,07/01/2024,,,,,,,4.5,kg,[],
866,10 KG  腩排條 7.60/磅,,泰兴,,,,AURORA,07/01/2024,,,,,,,7.6,kg,[],
867,20 KG  頸骨 4.50/磅 腸 蜜糖 迷你 栗米 熱狗粒 400 /箱 12小盒 x20粒,豬頸骨,泰兴,PORK,,,ALIBEM,07/01/2024,,,,,,,4.5,kg,[],
868,22KG  分包 肋排 11.20/磅 每箱12 磅 細 栗米 熱狗 6枝裝 400 /箱 12小盒 x 6枝,豬肋排,泰兴,PORK,22kg,,ALIBEM,07/01/2024,,,,,,,11.2,kg,[],
869,22 KG  并裝 肋排 11.20/磅,豬肋排,泰兴,PORK,,,ALIBEM,07/01/2024,,,,,,,11.2,kg,[],
870,10KG 片裝煙腩 Olympia 奧運牌 35 /磅 2 X 5KG,,泰兴,,10kg,,,07/01/2024,,,,,,,,kg,[],
871,30KG 片裝煙腩(原箱) 奧運牌 35 /磅,,泰兴,,30kg,,,07/01/2024,,,,,,,,kg,[],
872,60包裝 煙腩片(Olympia) 每包200克 1320/扎 2 x 30包,,泰兴,,,,,07/01/2024,+200G,,,,,,,lb,[],
873,72.75磅 飛馬火腿 ( 罐裝 ) 17.90/磅,火腿,泰兴,PREMADE,,,,07/01/2024,,,,,,,17.9,lb,[],
874,72.75磅 金星火腿 ( 罐裝 ) 20.10/磅,火腿,泰兴,PREMADE,,,,07/01/2024,,,,,,,20.1,lb,[],
875,"10磅 衛星2號火腿扒 17.70/磅 四片裝, 10包",火腿,泰兴,PREMADE,,,,07/01/2024,,,,,,,17.7,lb,[],
876,20包 奧運牌 火腿片 275/合 每包340克,火腿,泰兴,PREMADE,,,,07/01/2024,,,,,,,,pc,[],
877,10KG 黑椒 煙鴨胸 200-220克 34.00/KG ECD 20包 豬仔三文治腿片 220/合 227克,,泰兴,,10kg,,,07/01/2024,+200G,,,,,,34,kg,[],
878,10磅 10片裝火腿 18.00/磅,火腿,泰兴,PREMADE,,,,07/01/2024,,,,,,,18,lb,[],
879,12 KG 力高 粟米 8.20 /磅  10磅 白盒腿片 15.80/磅,粟米,泰兴,VEGETABLE,,,LIGO,07/01/2024,,,,,,,15.8,kg,[],
880,24包裝 400克方條火腿 (磚) 380/合 勝利寶,火腿,泰兴,PREMADE,,,,07/01/2024,,,,,,,,pc,[],
881,30LB Simplot 原味薯角 11.00 / 磅 14.5KG 三文治火腿 16.90/磅 皇朝牌,火腿,泰兴,PREMADE,30lb,,,07/01/2024,,,,,,,16.9,kg,[],
882,30LB Simplot 有味薯角 11.00 / 磅 20磅 火腿肉 13.30/磅,火腿,泰兴,PREMADE,30lb,,,07/01/2024,,,,,,,13.3,lb,[],
883,16.9 LB Simplot 120's 大薯餅 330/合 10塊 x 12小盒 20磅 火腿丸 23.40/磅 每包 2 磅,火腿,泰兴,PREMADE,,,,07/01/2024,,,,,,,23.4,lb,[],
884,33.8 LB Simplot 240's 大薯餅 640/合 20 x 12 小合,,泰兴,,,,,07/01/2024,,,,,,,33.8,lb,[],
885,27 LB Simplot 辣味 薯格 12.00 /磅,,泰兴,,,,,07/01/2024,,,,,,,12,lb,[],
886,30LB Simplot 兩安士 三角薯餅 360/箱,肩胛肥牛肉,泰兴,BEEF,30lb,,,07/01/2024,,,,,,,,lb,[],
887,"30 LB Simplot 曲條 1/2 "" (膠袋) 10.50 /磅 Simplot",,泰兴,,,,,07/01/2024,1/2,,,,,,10.5,lb,[],
888,"27 LB 力高 曲條 3/8"" (膠裝) 10.00 /磅 ",,泰兴,,,,LIGO,07/01/2024,,,,,,,10,lb,[],
889,30 LB 力高 曲條 (膠裝) 10.00 /磅 ,,泰兴,,,,LIGO,07/01/2024,,,,,,,10,lb,[],
890,30 LB 力高 粗直 11.00 /磅 ,,泰兴,,,,LIGO,07/01/2024,直,,,,,,11,lb,[],
891,"27 LB 力高 幼直 1/4"" 10.50 /磅 ",,泰兴,,,,LIGO,07/01/2024,直,,,,,,10.5,lb,[],
892,30 LB Simplot 牛扒薯 11.00 / 磅,,泰兴,,,,,07/01/2024,,,,,,,11,lb,[],
894,30 LB 美國 M 雞比 6.50/磅 Mountaire,,泰兴,,,美國,,07/01/2024,,,,,,,6.5,lb,[],
895,12 KG Super Frango 雞扒200克上 7.50/磅,雞扒,泰兴,CHICKEN,,,,07/01/2024,+200G,,,,,,7.5,kg,[],
896,12 KG Aurora 帶皮雞扒 7.20/磅,雞扒,泰兴,CHICKEN,,,AURORA,07/01/2024,帶皮,,,,,,7.2,kg,[],
897,12KG Aurora 雞腳 40克上 4.60/磅 ECD 16 小盒/ 箱 ECD 紅酒牛腩 250克 每箱HK$ 256,牛腩,泰兴,BEEF,12kg,,AURORA,07/01/2024,,,,,,,4.6,kg,[],
898,12KG Aurora 雞亦槌 8.80/磅 16 小盒/ 箱 ECD 咖哩牛腩 250克 每箱HK$ 256,牛腩,泰兴,BEEF,12kg,,AURORA,07/01/2024,,,,,,,8.8,kg,[],
899,12KG Aurora 雞軟骨 19.00/磅 16 小盒/ 箱 ECD 東坡肉 200克 每箱HK$ 256,,泰兴,,12kg,,AURORA,07/01/2024,+200G,,,,,,19,kg,[],
900,15 KG Aurora 雞全亦 100克上 9.00/磅 16 小盒/ 箱 ECD 梅菜扣肉 250克 每箱HK$ 256,,泰兴,,,,AURORA,07/01/2024,,,,,,,9,kg,[],
901,10 KG IQF 雞肝 10.00/磅 12 小盒/箱 ECD 冬瓜 鴨腿湯 600克 每箱HK$ 192,,泰兴,,,,,07/01/2024,,,,,,,10,kg,[],
902,15 KG 龍城 雞扒 300克上 7.60/磅 12 包 雙冬燜羊肉 (透明袋) $ 38包 每箱HK$ 456,雞扒,泰兴,CHICKEN,,,,07/01/2024,+300G,,,,,,7.6,kg,[],
903,12 KG 吉農佳 去皮上比肉 7.80/磅,,泰兴,,,,,07/01/2024,去皮,,,,,,7.8,kg,[],
904,12 KG 龍城 去皮大胸 13.00/KG,,泰兴,,,,,07/01/2024,去皮,,,,,,13,kg,[],
905,12 KG 吉農佳 去皮大胸 13.00/KG 魚蛋* 18KG 台灣 福茂 芋頭 貢丸 28.50/磅 3KG x 6袋,,泰兴,,18kg,,,07/01/2024,去皮,,,,,,28.5,kg,[],
906,30 LB 美國伯爵 雞比 160-180克 7.80/磅 * 18KG 台灣 福茂 黑椒 貢丸 26.50/磅 3KG x 6袋,,泰兴,,18kg,美國,,07/01/2024,,,,,,,26.5,kg,[],
907,15 KG 龍城 雞比 280-300克 7.50/磅 * 18KG 台灣 福茂 原味 貢丸 26.50/磅 3KG x 6袋,,泰兴,,18kg,,,07/01/2024,+300G,280/300,,,,,26.5,kg,[],
908,15 KG 中佳 雞比 280-300克 7.50/磅 18 KG 台灣 花枝燕 21.00/磅 3KG x 4袋,,泰兴,,,中國,,07/01/2024,+300G,280/300,,,,,21,kg,[],
909,30磅 寶鵰雞比 280-310克 7.50/磅 18KG 台灣 香菇貢丸 26.50/磅 3KG x 6袋,,泰兴,,18kg,,,07/01/2024,,,,,,,26.5,kg,[],
910,50包 御鮑片 300g x 25包 x 2扎 1000/扎,,泰兴,,,,,07/01/2024,+300G,,,,,,,pc,[],
911,12KG ECD 大炸魚丸 21.00/磅 3KG x 4 約45克,,泰兴,,12kg,,,07/01/2024,,,,,,,21,kg,[],
912,12KG ECD 細炸魚丸 21.00/磅 3KG x 4,,泰兴,,12kg,,,07/01/2024,,,,,,,21,kg,[],
913,12KG ECD 大尖魚條 21.00/磅 大約 每條 125克,,泰兴,,12kg,,,07/01/2024,,,,,,,21,kg,[],
914,14.4KG ECD 白并蛋 600/合 300克 x48包,,泰兴,,,,,07/01/2024,+300G,4K+,,,,,14.4,kg,[],
915,12KG ECD 白魚丸 21.00/磅 3KG x 4,,泰兴,,12kg,,,07/01/2024,,,,,,,21,kg,[],
916,12KG ECD 炸魚片頭 20.00/磅 3KG x 4,,泰兴,,12kg,,,07/01/2024,,,,,,,20,kg,[],
917,12KG ECD 花枝丸 22.00/磅 3KG x 4袋,,泰兴,,12kg,,,07/01/2024,,,,,,,22,kg,[],
918,10 磅 ECD 磅 1.3 安士 散裝 豬堡 230 /合 112-122塊,,泰兴,,,,,20/01/2024,,,,,,,1.3,lb,[],
919,24包 ECD 豬柳漢堡 1 oz (每包6塊) 470/合,,泰兴,,,,,20/01/2024,,,,,,,,pc,[],
920,24包 ECD 豬柳漢堡 1.3 oz (每包6塊) 540/合,,泰兴,,,,,20/01/2024,,,,,,,1.3,pc,[],
921,"12KG 上海大成 鹽酥雞粒 570 箱 什 15 KG (原味) 雞寶 , 每粒約22克 370/合 2.5 KG X 6包",鹽酥雞粒,泰兴,PREMADE,12kg,,,20/01/2024,,,,,,,2.5,kg,[],
922,3 KG x 4袋 2.4kg x4袋 上海大成 麥香雞 (漢堡) 370/合 4 x 50塊,,泰兴,,,,,20/01/2024,4K+,,,,,,2.4,kg,[],
923,10KG 台式 鹽酥雞 500克 x 20包 480箱,鹽酥雞粒,泰兴,PREMADE,10kg,,,20/01/2024,,,,,,,,kg,[],
924,3.4K 日本 CF 風味炸帶子 480/合,炸帶子,泰兴,PREMADE,,,,20/01/2024,4K+,,,,,,3.4,kg,[],
926,30 LB 美國 M 雞比 6.50/磅 Mountaire,,泰兴,,,美國,,20/01/2024,,,,,,,6.5,lb,[],
927,12 KG Super Frango 雞扒200克上 7.50/磅,雞扒,泰兴,CHICKEN,,,,20/01/2024,+200G,,,,,,7.5,kg,[],
928,12 KG Aurora 帶皮雞扒 7.20/磅,雞扒,泰兴,CHICKEN,,,AURORA,20/01/2024,帶皮,,,,,,7.2,kg,[],
929,12KG Aurora 雞腳 40克上 4.60/磅 ECD 16 小盒/ 箱 ECD 紅酒牛腩 250克 每箱HK$ 256,牛腩,泰兴,BEEF,12kg,,AURORA,20/01/2024,,,,,,,4.6,kg,[],
930,12KG Aurora 雞亦槌 8.80/磅 16 小盒/ 箱 ECD 咖哩牛腩 250克 每箱HK$ 256,牛腩,泰兴,BEEF,12kg,,AURORA,20/01/2024,,,,,,,8.8,kg,[],
931,12KG Aurora 雞軟骨 19.00/磅 16 小盒/ 箱 ECD 東坡肉 200克 每箱HK$ 256,,泰兴,,12kg,,AURORA,20/01/2024,+200G,,,,,,19,kg,[],
932,15 KG Aurora 雞全亦 100克上 9.00/磅 16 小盒/ 箱 ECD 梅菜扣肉 250克 每箱HK$ 256,,泰兴,,,,AURORA,20/01/2024,,,,,,,9,kg,[],
933,10 KG IQF 雞肝 10.00/磅 12 小盒/箱 ECD 冬瓜 鴨腿湯 600克 每箱HK$ 192,,泰兴,,,,,20/01/2024,,,,,,,10,kg,[],
934,15 KG 龍城 雞扒 300克上 7.60/磅 12 包 雙冬燜羊肉 (透明袋) $ 38包 每箱HK$ 456,雞扒,泰兴,CHICKEN,,,,20/01/2024,+300G,,,,,,7.6,kg,[],
935,12 KG 吉農佳 去皮上比肉 7.80/磅,,泰兴,,,,,20/01/2024,去皮,,,,,,7.8,kg,[],
936,12 KG 龍城 去皮大胸 13.00/KG,,泰兴,,,,,20/01/2024,去皮,,,,,,13,kg,[],
937,12 KG 吉農佳 去皮大胸 13.00/KG 魚蛋* 18KG 台灣 福茂 芋頭 貢丸 28.50/磅 3KG x 6袋,,泰兴,,18kg,,,20/01/2024,去皮,,,,,,28.5,kg,[],
938,30 LB 美國伯爵 雞比 160-180克 7.80/磅 * 18KG 台灣 福茂 黑椒 貢丸 26.50/磅 3KG x 6袋,,泰兴,,18kg,美國,,20/01/2024,,,,,,,26.5,kg,[],
939,15 KG 龍城 雞比 280-300克 7.50/磅 * 18KG 台灣 福茂 原味 貢丸 26.50/磅 3KG x 6袋,,泰兴,,18kg,,,20/01/2024,+300G,280/300,,,,,26.5,kg,[],
940,15 KG 中佳 雞比 280-300克 7.50/磅 18 KG 台灣 花枝燕 21.00/磅 3KG x 4袋,,泰兴,,,中國,,20/01/2024,+300G,280/300,,,,,21,kg,[],
941,30磅 寶鵰雞比 280-310克 7.50/磅 18KG 台灣 香菇貢丸 26.50/磅 3KG x 6袋,,泰兴,,18kg,,,20/01/2024,,,,,,,26.5,kg,[],
942,50包 御鮑片 300g x 25包 x 2扎 1000/扎,,泰兴,,,,,20/01/2024,+300G,,,,,,,pc,[],
943,12KG ECD 大炸魚丸 21.00/磅 3KG x 4 約45克,,泰兴,,12kg,,,20/01/2024,,,,,,,21,kg,[],
944,12KG ECD 細炸魚丸 21.00/磅 3KG x 4,,泰兴,,12kg,,,20/01/2024,,,,,,,21,kg,[],
945,12KG ECD 大尖魚條 21.00/磅 大約 每條 125克,,泰兴,,12kg,,,20/01/2024,,,,,,,21,kg,[],
946,14.4KG ECD 白并蛋 600/合 300克 x48包,,泰兴,,,,,20/01/2024,+300G,4K+,,,,,14.4,kg,[],
947,12KG ECD 白魚丸 21.00/磅 3KG x 4,,泰兴,,12kg,,,20/01/2024,,,,,,,21,kg,[],
948,12KG ECD 炸魚片頭 20.00/磅 3KG x 4,,泰兴,,12kg,,,20/01/2024,,,,,,,20,kg,[],
949,12KG ECD 花枝丸 22.00/磅 3KG x 4袋,,泰兴,,12kg,,,20/01/2024,,,,,,,22,kg,[],
950,10 磅 ECD 磅 1.3 安士 散裝 豬堡 230 /合 112-122塊,,泰兴,,,,,20/01/2024,,,,,,,1.3,lb,[],
951,24包 ECD 豬柳漢堡 1 oz (每包6塊) 470/合,,泰兴,,,,,20/01/2024,,,,,,,,pc,[],
952,24包 ECD 豬柳漢堡 1.3 oz (每包6塊) 540/合,,泰兴,,,,,20/01/2024,,,,,,,1.3,pc,[],
953,"12KG 上海大成 鹽酥雞粒 570 箱 什 15 KG (原味) 雞寶 , 每粒約22克 370/合 2.5 KG X 6包",鹽酥雞粒,泰兴,PREMADE,12kg,,,20/01/2024,,,,,,,2.5,kg,[],
954,3 KG x 4袋 2.4kg x4袋 上海大成 麥香雞 (漢堡) 370/合 4 x 50塊,,泰兴,,,,,20/01/2024,4K+,,,,,,2.4,kg,[],
