Column1,productName,productTag,supplier,category,packing,origin,brand,effectivedate,spec1,spec2,spec3,spec4,spec5,spec6,price,weightUnit,warehouse,notes
586,10 KG IQF 雞肝 10.00/磅 12 小盒/箱 ECD 蟲草花 鴨腿湯 600克 每箱HK$ 192,,泰兴,,,,,23/12/2024,,,,,,,10,kg,[],
587,15 KG 龍城 雞扒 300克上 8.80 /磅 16 小盒/ 箱 ECD 鎮江骨 200克 每箱HK$ 256,雞扒,泰兴,CHICKEN,,,,23/12/2024,+200G,+300G,,,,,8.8,kg,[],
588,12 KG 龍城 雞扒 250克上 8.80/磅 2 KG X 6包 16 小盒/ 箱 ECD 栗子燜鴨 250克 每箱HK$ 256,雞扒,泰兴,CHICKEN,,,,23/12/2024,,,,,,,8.8,kg,[],
589,15 KG 中佳 雞扒 300克上 8.80/磅 16 小盒/ 箱 ECD 魚香茄子 250克 每箱HK$ 256,雞扒,泰兴,CHICKEN,,中國,,23/12/2024,+300G,,,,,,8.8,kg,[],
590,15 KG 龍城 雞比 180-200克 8.20/磅,,泰兴,,,,,23/12/2024,+200G,,,,,,8.2,kg,[],
591,15 KG 龍城 雞比 240-260克 7.80/磅,,泰兴,,,,,23/12/2024,240/260,,,,,,7.8,kg,[],
592,15 KG 龍城 雞比 260-280克 7.50/磅 2023年1月,,泰兴,,,,,23/12/2024,260/280,,,,,,7.5,kg,[],
593,15 KG 龍城 雞比 320-340克 7.40/磅 魚蛋 18 KG 台灣 花枝燕 21.00/磅 3KG x 4袋,,泰兴,,,,,23/12/2024,,,,,,,21,kg,[],
594,30 磅 美國 樂奇比 240-260克 7.50/磅 50包 御鮑片 300g x 25包 x 2扎 1000/扎,,泰兴,,,美國,,23/12/2024,+300G,240/260,,,,,7.5,lb,[],
595,12KG ECD 大炸魚丸 20.00/磅 3KG x 4 約45克 21.00/磅,,泰兴,,12kg,,,23/12/2024,,,,,,,21,kg,[],
596,12KG ECD 細炸魚丸 20.00/磅 3KG x 4 21.00/磅,,泰兴,,12kg,,,23/12/2024,,,,,,,21,kg,[],
597,12KG ECD 大尖魚條 20.00/磅 大約 每條 125克 21.00/磅,,泰兴,,12kg,,,23/12/2024,,,,,,,21,kg,[],
598,14.4KG ECD 白并蛋 580/合 300克 x48包 600/合,,泰兴,,,,,23/12/2024,+300G,4K+,,,,,14.4,kg,[],
599,12KG ECD 白魚丸 20.00/磅 3KG x 4 21.00/磅,,泰兴,,12kg,,,23/12/2024,,,,,,,21,kg,[],
600,12KG ECD 炸魚片頭 19.00/磅 3KG x 4 20.00/磅,,泰兴,,12kg,,,23/12/2024,,,,,,,20,kg,[],
601,15KG Vaelob 阿根庭 牛根 7.50 /磅 P 2539 18KG ECD 雞肉 燒買 10.5/ 磅 3 KG X 6,,泰兴,,15kg,阿根廷,,23/12/2024,,,,,,,10.5,kg,[],
602,12KG Vaelob 阿根庭 牛栢葉(漂) 28 /磅 P 2539 20LB ECD 雞肉 燒賣 11.00/磅 20包 X 1LB,,泰兴,,12kg,阿根廷,,23/12/2024,,,,,,,11,kg,[],
603,10 KG Vaelob 阿根庭 牛尾 12.50 /磅 10磅 ECD 栗米墨魚餅 260/箱 2 LB X 5 270/箱,,泰兴,,,阿根廷,,23/12/2024,,,,,,,12.5,kg,[],
604,24包 鍾意食豬柳漢堡 1 oz (每包6塊) 470/合,,泰兴,,,,,23/12/2024,,,,,,,,pc,[],
605,2023年1月,,泰兴,,,,,23/12/2024,,,,,,,,lb,[],
606,12KG 上海大成 鹽酥雞粒 550/箱 570 箱 24包 鍾意食豬柳漢堡 1.3 oz (每包6塊) 540/合,鹽酥雞粒,泰兴,PREMADE,12kg,,,23/12/2024,,,,,,,1.3,kg,[],
607,3 KG x 4袋,,泰兴,,,,,23/12/2024,,,,,,,,kg,[],
608,10KG 台式 鹽酥雞 500克 x 20包 480箱,鹽酥雞粒,泰兴,PREMADE,10kg,,,23/12/2024,,,,,,,,kg,[],
609,2.4kg x4袋 上海大成 麥香雞 (漢堡) 370/合 4 x 50塊,,泰兴,,,,,23/12/2024,4K+,,,,,,2.4,kg,[],
610,"10 KG 日式""真打""烏冬 (5個x250克)黑色 160/合 1.25k x 8",,泰兴,,25kg,,,23/12/2024,,,,,,,1.25,kg,[],
611,"8 KG 日式""真打""烏冬 (5個x200克) 紅色 160/合 1kg x 8",,泰兴,,,,,23/12/2024,+200G,,,,,,,kg,[],
613,15KG M 太陽牌鹹豬手 14.60/磅 1000-1200克,,泰兴,,15kg,,,23/12/2024,+200G,,,,,,14.6,kg,[],
614,15KG L 太陽牌鹹豬手 14.60/磅 1200克上,,泰兴,,15kg,,,23/12/2024,+200G,,,,,,14.6,kg,[],
615,15隻裝 (生) 冇骨鹹豬手 500/合 每隻600克,,泰兴,,,,,23/12/2024,,,,,,,,lb,[],
616,15KG XS VT牌 鹹豬手 11.00/磅,,泰兴,,15kg,,,23/12/2024,,,,,,,11,kg,[],
617,15KG S VT牌 鹹豬手 11.00/磅 800-1000克,,泰兴,,15kg,,,23/12/2024,,,,,,,11,kg,[],
618,15KG M VT牌 鹹豬手 11.00/磅 1000-1200克,,泰兴,,15kg,,,23/12/2024,+200G,,,,,,11,kg,[],
619,15KG L VT牌 鹹豬手 11.00/磅 1200克上,,泰兴,,15kg,,,23/12/2024,+200G,,,,,,11,kg,[],
620,10KG 英國 豬爭 8.00/磅 抄碼 約10KG,,泰兴,,抄,英國,,23/12/2024,,,,,,,8,kg,[],
621,16KG 輝煌 大腸 10.60/磅,豬大腸,泰兴,PORK,16kg,,,23/12/2024,,,,,,,10.6,kg,[],
622,25 KG 輝煌 豬 後赤 10.20/磅 P 727 24磅 旭日太陽雞肉腸 12.00/磅 32包 x12oz,,泰兴,,,,,23/12/2024,,,,,,,12,kg,[],
623,20 KG 輝煌 豬 梅肉 10.00/磅 24 磅 勝利寶牌 高級雞肉腸 12.00/磅 32包 x12oz,豬梅肉,泰兴,PORK,,,,23/12/2024,,,,,,,12,kg,[],
624,18 KG 輝煌 豬 肚 8.00/磅,,泰兴,,,,,23/12/2024,,,,,,,8,kg,[],
625,15 KG 輝煌 豬耳 10.00/磅,,泰兴,,,,,23/12/2024,,,,,,,10,kg,[],
626,18 KG 輝煌 豬脷 4.20/磅,豬舌,泰兴,PORK,,,,23/12/2024,,,,,,,4.2,kg,[],
627,20 KG 輝煌 豬 後桐骨 4.50 /磅,,泰兴,,,,,23/12/2024,,,,,,,4.5,kg,[],
628,10 KG  大腸 9.50 / 磅,豬大腸,泰兴,PORK,,,AURORA,23/12/2024,,,,,,,9.5,kg,[],
629,10 KG  腩排條 7.60/磅,,泰兴,,,,AURORA,23/12/2024,,,,,,,7.6,kg,[],
630,20 KG  頸骨 4.50/磅,豬頸骨,泰兴,PORK,,,ALIBEM,23/12/2024,,,,,,,4.5,kg,[],
631,22KG  分包 肋排 11.20/磅 Foster Farms,豬肋排,泰兴,PORK,22kg,,ALIBEM,23/12/2024,,,,,,,11.2,kg,[],
632,22 KG  并裝 肋排 11.20/磅 腸 蜜糖 迷你 栗米 熱狗粒 400 /箱 12小盒 x20粒,豬肋排,泰兴,PORK,,,ALIBEM,23/12/2024,,,,,,,11.2,kg,[],
633,10 KG 蜜糖 雞尾腸 2.5 kg x 4包 14.00/磅,,泰兴,,,,,23/12/2024,,,,,,,14,kg,[],
634,10KG 片裝煙腩 Olympia 奧運牌 35 /磅 2 X 5KG,,泰兴,,10kg,,,23/12/2024,,,,,,,,kg,[],
635,30KG 片裝煙腩(原箱) 奧運牌 35 /磅,,泰兴,,30kg,,,23/12/2024,,,,,,,,kg,[],
636,60包裝 煙腩片(Olympia) 每包200克 1320/扎 2 x 30包,,泰兴,,,,,23/12/2024,+200G,,,,,,,lb,[],
637,72.75磅 飛馬火腿 ( 罐裝 ) 17.90/磅,火腿,泰兴,PREMADE,,,,23/12/2024,,,,,,,17.9,lb,[],
638,72.75磅 金星火腿 ( 罐裝 ) 20.10/磅,火腿,泰兴,PREMADE,,,,23/12/2024,,,,,,,20.1,lb,[],
639,"10磅 衛星2號火腿扒 17.70/磅 四片裝, 10包",火腿,泰兴,PREMADE,,,,23/12/2024,,,,,,,17.7,lb,[],
640,20包 奧運牌 火腿片 275/合 每包340克,火腿,泰兴,PREMADE,,,,23/12/2024,,,,,,,,pc,[],
641,10KG 黑椒 煙鴨胸 200-220克 34.00/KG ECD 20包 豬仔三文治腿片 220/合 227克,,泰兴,,10kg,,,23/12/2024,+200G,,,,,,34,kg,[],
642,10磅 10片裝火腿 18.00/磅,火腿,泰兴,PREMADE,,,,23/12/2024,,,,,,,18,lb,[],
643,12 KG 力高 粟米 8.20 /磅  10磅 白盒腿片 15.80/磅,粟米,泰兴,VEGETABLE,,,LIGO,23/12/2024,,,,,,,15.8,kg,[],
644,24包裝 400克方條火腿 (磚) 380/合 勝利寶,火腿,泰兴,PREMADE,,,,23/12/2024,,,,,,,,pc,[],
645,30LB Simplot 原味薯角 11.00 / 磅 14.5KG 三文治火腿 16.90/磅 皇朝牌,火腿,泰兴,PREMADE,30lb,,,23/12/2024,,,,,,,16.9,kg,[],
646,30LB Simplot 有味薯角 11.00 / 磅 20磅 火腿肉 13.30/磅,火腿,泰兴,PREMADE,30lb,,,23/12/2024,,,,,,,13.3,lb,[],
647,16.9 LB Simplot 120's 大薯餅 330/合 10塊 x 12小盒 20磅 火腿丸 23.40/磅 每包 2 磅,火腿,泰兴,PREMADE,,,,23/12/2024,,,,,,,23.4,lb,[],
648,33.8 LB Simplot 240's 大薯餅 640/合 20 x 12 小合,,泰兴,,,,,23/12/2024,,,,,,,33.8,lb,[],
649,27 LB Simplot 辣味 薯格 12.00 /磅,,泰兴,,,,,23/12/2024,,,,,,,12,lb,[],
650,30LB Simplot 兩安士 三角薯餅 360/箱,肩胛肥牛肉,泰兴,BEEF,30lb,,,23/12/2024,,,,,,,,lb,[],
651,"30 LB Simplot 曲條 1/2 "" (膠袋) 10.50 /磅 Simplot",,泰兴,,,,,23/12/2024,1/2,,,,,,10.5,lb,[],
652,"27 LB 力高 曲條 3/8"" (膠裝) 10.00 /磅 ",,泰兴,,,,LIGO,23/12/2024,,,,,,,10,lb,[],
653,30 LB 力高 曲條 (膠裝) 10.00 /磅 ,,泰兴,,,,LIGO,23/12/2024,,,,,,,10,lb,[],
654,30 LB 力高 粗直 11.00 /磅 ,,泰兴,,,,LIGO,23/12/2024,直,,,,,,11,lb,[],
655,"27 LB 力高 幼直 1/4"" 10.50 /磅 ",,泰兴,,,,LIGO,23/12/2024,直,,,,,,10.5,lb,[],
656,30 LB Simplot 牛扒薯 11.00 / 磅,,泰兴,,,,,23/12/2024,,,,,,,11,lb,[],
658,12 KG 美國 M 雞扒 10.60/磅 Mountaire,雞扒,泰兴,CHICKEN,,美國,,23/12/2024,,,,,,,10.6,kg,[],
659,30 LB 美國 M 雞比 7.80/磅 Mountaire,,泰兴,,,美國,,23/12/2024,,,,,,,7.8,lb,[],
660,12 KG Super Frango 雞扒200克上 7.50/磅,雞扒,泰兴,CHICKEN,,,,23/12/2024,+200G,,,,,,7.5,kg,[],
661,12 KG Aurora 帶皮雞扒 7.20/磅,雞扒,泰兴,CHICKEN,,,AURORA,23/12/2024,帶皮,,,,,,7.2,kg,[],
662,12KG  雞腳 40克上 4.60/磅 ECD 16 小盒/ 箱 ECD 紅酒牛腩 250克 每箱HK$ 256,牛腩,泰兴,BEEF,12kg,,AURORA,23/12/2024,,,,,,,4.6,kg,[],
663,12KG Aurora 雞亦槌 8.80/磅 16 小盒/ 箱 ECD 咖哩牛腩 250克 每箱HK$ 256,牛腩,泰兴,BEEF,12kg,,AURORA,23/12/2024,,,,,,,8.8,kg,[],
664,12KG Aurora 雞軟骨 19.00/磅 16 小盒/ 箱 ECD 東坡肉 200克 每箱HK$ 256,,泰兴,,12kg,,AURORA,23/12/2024,+200G,,,,,,19,kg,[],
665,15 KG Aurora 雞全亦 100克上 9.00/磅 16 小盒/ 箱 ECD 梅菜扣肉 250克 每箱HK$ 256,,泰兴,,,,AURORA,23/12/2024,,,,,,,9,kg,[],
666,10 KG IQF 雞肝 10.00/磅 12 小盒/箱 ECD 冬瓜 鴨腿湯 600克 每箱HK$ 192,,泰兴,,,,,23/12/2024,,,,,,,10,kg,[],
667,10 KG 烏克蘭中亦 45克上 16.50/磅 12 小盒/箱 ECD 蟲草花 鴨腿湯 600克 每箱HK$ 192,雞中翼,泰兴,CHICKEN,,中國,,23/12/2024,,,,,,,16.5,kg,[],
668,10 KG 吉農佳 雞中亦 40克上 17.50/磅 16 小盒/ 箱 ECD 鎮江骨 200克 每箱HK$ 256,雞中翼,泰兴,CHICKEN,,中國,,23/12/2024,+200G,,,,,,17.5,kg,[],
669,10 KG 吉農佳 雞中亦 50克上 17.50/磅 16 小盒/ 箱 ECD 栗子燜鴨 250克 每箱HK$ 256,雞中翼,泰兴,CHICKEN,,中國,,23/12/2024,,,,,,,17.5,kg,[],
670,10 KG 中佳 IQF 小胸 15.00/KG 16 小盒/ 箱 ECD 魚香茄子 250克 每箱HK$ 256,雞柳,泰兴,CHICKEN,,中國,,23/12/2024,,,,,,,15,kg,[],
671,15 KG 龍城 雞扒 300克上 7.60/磅 12 小盒/箱 ECD 雲吞雞湯 600克 每箱HK$ 240,雞扒,泰兴,CHICKEN,,,,23/12/2024,+300G,,,,,,7.6,kg,[],
672,15 KG 中佳 雞扒 300克上 7.60/磅 12 小盒/箱 ECD 順德魚茸羹 每箱HK$ 216,雞扒,泰兴,CHICKEN,,德國,,23/12/2024,+300G,,,,,,7.6,kg,[],
673,12KG 中佳 去皮上比肉 7.80/磅,,泰兴,,12kg,中國,,23/12/2024,去皮,,,,,,7.8,kg,[],
674,12 KG 吉農佳 去皮上比肉 7.80/磅 12 包 雙冬燜羊肉 (透明袋) $ 38包 每箱HK$ 456,,泰兴,,,,,23/12/2024,去皮,,,,,,7.8,kg,[],
675,12 KG 龍城 去皮大胸 13.00/KG,,泰兴,,,,,23/12/2024,去皮,,,,,,13,kg,[],
676,12 KG 吉農佳 去皮大胸 13.00/KG,,泰兴,,,,,,去皮,,,,,,13,kg,[],
677,10 KG 吉農佳 IQF 小雞胸 14.50/KG,雞大胸,泰兴,CHICKEN,,,,,,,,,,,14.5,kg,[],
678,30 LB 美國伯爵 雞比 160-180克 7.80/磅,,泰兴,,,美國,,,,,,,,,7.8,lb,[],
679,15 KG 龍城 雞比 240-260克 7.80/磅,,泰兴,,,,,,240/260,,,,,,7.8,kg,[],
680,15 KG 中佳 雞比 240-260克 7.80/磅,,泰兴,,,中國,,,240/260,,,,,,7.8,kg,[],
681,15 KG 龍城 雞比 280-300克 7.50/磅,,泰兴,,,,,,+300G,280/300,,,,,7.5,kg,[],
682,15 KG 中佳 雞比 280-300克 7.50/磅 魚蛋 18 KG 台灣 花枝燕 21.00/磅 3KG x 4袋,,泰兴,,,中國,,,+300G,280/300,,,,,21,kg,[],
683,30磅 寶鵰雞比 260-280克 7.50/磅 18KG 台灣 香菇貢丸 26.50/磅 3KG x 6袋,,泰兴,,18kg,,,,260/280,,,,,,26.5,kg,[],
684,30磅 寶鵰雞比 280-310克 7.50/磅 50包 御鮑片 300g x 25包 x 2扎 1000/扎,,泰兴,,,,,,+300G,,,,,,7.5,lb,[],
685,12KG ECD 大炸魚丸 21.00/磅 3KG x 4 約45克,,泰兴,,12kg,,,,,,,,,,21,kg,[],
686,12KG ECD 細炸魚丸 21.00/磅 3KG x 4,,泰兴,,12kg,,,,,,,,,,21,kg,[],
687,12KG ECD 大尖魚條 21.00/磅 大約 每條 125克,,泰兴,,12kg,,,,,,,,,,21,kg,[],
688,14.4KG ECD 白并蛋 600/合 300克 x48包,,泰兴,,,,,,+300G,4K+,,,,,14.4,kg,[],
689,12KG ECD 白魚丸 21.00/磅 3KG x 4,,泰兴,,12kg,,,,,,,,,,21,kg,[],
690,12KG ECD 炸魚片頭 20.00/磅 3KG x 4,,泰兴,,12kg,,,,,,,,,,20,kg,[],
691,12KG ECD 花枝丸 22.00/磅 3KG x 4袋,,泰兴,,12kg,,,,,,,,,,22,kg,[],
692,18KG ECD 魚蓉燒賣 9.90/磅 3 KG X 6,,泰兴,,18kg,,,,,,,,,,9.9,kg,[],
693,24包 ECD 豬柳漢堡 1.3 oz (每包6塊) 540/合,,泰兴,,,,,,,,,,,,1.3,pc,[],
694,2.4kg x4袋 上海大成 麥香雞 (漢堡) 370/合 4 x 50塊,,泰兴,,,,,,4K+,,,,,,2.4,kg,[],
695,12KG 上海大成 鹽酥雞粒 570 箱,鹽酥雞粒,泰兴,PREMADE,12kg,,,,,,,,,,,kg,[],
696,3 KG x 4袋,,泰兴,,,,,,,,,,,,,kg,[],
697,"10KG 台式 鹽酥雞 500克 x 20包 480箱 8 KG 日式""真打""烏冬 (5個x200克) 紅色 160/合 1kg x 8",鹽酥雞粒,泰兴,PREMADE,10kg,,,,+200G,,,,,,,kg,[],
698,3.4K 日本 CF 風味炸帶子 480/合,炸帶子,泰兴,PREMADE,,,,,4K+,,,,,,3.4,kg,[],
700,12 KG 美國 M 雞扒 10.60/磅 Mountaire,雞扒,泰兴,CHICKEN,,美國,,,,,,,,,10.6,kg,[],
701,30 LB 美國 M 雞比 7.80/磅 Mountaire,,泰兴,,,美國,,,,,,,,,7.8,lb,[],
702,12 KG Super Frango 雞扒200克上 7.50/磅,雞扒,泰兴,CHICKEN,,,,,+200G,,,,,,7.5,kg,[],
703,12 KG Aurora 帶皮雞扒 7.20/磅,雞扒,泰兴,CHICKEN,,,AURORA,,帶皮,,,,,,7.2,kg,[],
704,12KG  雞腳 40克上 4.60/磅 ECD 16 小盒/ 箱 ECD 紅酒牛腩 250克 每箱HK$ 256,牛腩,泰兴,BEEF,12kg,,AURORA,,,,,,,,4.6,kg,[],
705,12KG Aurora 雞亦槌 8.80/磅 16 小盒/ 箱 ECD 咖哩牛腩 250克 每箱HK$ 256,牛腩,泰兴,BEEF,12kg,,AURORA,,,,,,,,8.8,kg,[],
706,12KG Aurora 雞軟骨 19.00/磅 16 小盒/ 箱 ECD 東坡肉 200克 每箱HK$ 256,,泰兴,,12kg,,AURORA,,+200G,,,,,,19,kg,[],
707,15 KG Aurora 雞全亦 100克上 9.00/磅 16 小盒/ 箱 ECD 梅菜扣肉 250克 每箱HK$ 256,,泰兴,,,,AURORA,,,,,,,,9,kg,[],
708,10 KG IQF 雞肝 10.00/磅 12 小盒/箱 ECD 冬瓜 鴨腿湯 600克 每箱HK$ 192,,泰兴,,,,,,,,,,,,10,kg,[],
709,10 KG 烏克蘭中亦 45克上 16.50/磅 12 小盒/箱 ECD 蟲草花 鴨腿湯 600克 每箱HK$ 192,雞中翼,泰兴,CHICKEN,,中國,,,,,,,,,16.5,kg,[],
710,10 KG 吉農佳 雞中亦 40克上 17.50/磅 16 小盒/ 箱 ECD 鎮江骨 200克 每箱HK$ 256,雞中翼,泰兴,CHICKEN,,中國,,,+200G,,,,,,17.5,kg,[],
711,10 KG 吉農佳 雞中亦 50克上 17.50/磅 16 小盒/ 箱 ECD 栗子燜鴨 250克 每箱HK$ 256,雞中翼,泰兴,CHICKEN,,中國,,,,,,,,,17.5,kg,[],
712,10 KG 中佳 IQF 小胸 15.00/KG 16 小盒/ 箱 ECD 魚香茄子 250克 每箱HK$ 256,雞柳,泰兴,CHICKEN,,中國,,,,,,,,,15,kg,[],
713,15 KG 龍城 雞扒 300克上 7.60/磅 12 小盒/箱 ECD 雲吞雞湯 600克 每箱HK$ 240,雞扒,泰兴,CHICKEN,,,,,+300G,,,,,,7.6,kg,[],
714,15 KG 中佳 雞扒 300克上 7.60/磅 12 小盒/箱 ECD 順德魚茸羹 每箱HK$ 216,雞扒,泰兴,CHICKEN,,德國,,,+300G,,,,,,7.6,kg,[],
715,12KG 中佳 去皮上比肉 7.80/磅,,泰兴,,12kg,中國,,,去皮,,,,,,7.8,kg,[],
716,12 KG 吉農佳 去皮上比肉 7.80/磅 12 包 雙冬燜羊肉 (透明袋) $ 38包 每箱HK$ 456,,泰兴,,,,,,去皮,,,,,,7.8,kg,[],
717,12 KG 龍城 去皮大胸 13.00/KG,,泰兴,,,,,,去皮,,,,,,13,kg,[],
718,12 KG 吉農佳 去皮大胸 13.00/KG,,泰兴,,,,,,去皮,,,,,,13,kg,[],
719,10 KG 吉農佳 IQF 小雞胸 14.50/KG,雞大胸,泰兴,CHICKEN,,,,,,,,,,,14.5,kg,[],
720,30 LB 美國伯爵 雞比 160-180克 7.80/磅,,泰兴,,,美國,,,,,,,,,7.8,lb,[],
721,15 KG 龍城 雞比 240-260克 7.80/磅,,泰兴,,,,,,240/260,,,,,,7.8,kg,[],
722,15 KG 中佳 雞比 240-260克 7.80/磅,,泰兴,,,中國,,,240/260,,,,,,7.8,kg,[],
723,15 KG 龍城 雞比 280-300克 7.50/磅,,泰兴,,,,,,+300G,280/300,,,,,7.5,kg,[],
724,15 KG 中佳 雞比 280-300克 7.50/磅 魚蛋 18 KG 台灣 花枝燕 21.00/磅 3KG x 4袋,,泰兴,,,中國,,,+300G,280/300,,,,,21,kg,[],
725,30磅 寶鵰雞比 260-280克 7.50/磅 18KG 台灣 香菇貢丸 26.50/磅 3KG x 6袋,,泰兴,,18kg,,,,260/280,,,,,,26.5,kg,[],
726,30磅 寶鵰雞比 280-310克 7.50/磅 50包 御鮑片 300g x 25包 x 2扎 1000/扎,,泰兴,,,,,,+300G,,,,,,7.5,lb,[],
727,12KG ECD 大炸魚丸 21.00/磅 3KG x 4 約45克,,泰兴,,12kg,,,,,,,,,,21,kg,[],
728,12KG ECD 細炸魚丸 21.00/磅 3KG x 4,,泰兴,,12kg,,,,,,,,,,21,kg,[],
729,12KG ECD 大尖魚條 21.00/磅 大約 每條 125克,,泰兴,,12kg,,,,,,,,,,21,kg,[],
730,14.4KG ECD 白并蛋 600/合 300克 x48包,,泰兴,,,,,,+300G,4K+,,,,,14.4,kg,[],
731,12KG ECD 白魚丸 21.00/磅 3KG x 4,,泰兴,,12kg,,,,,,,,,,21,kg,[],
732,12KG ECD 炸魚片頭 20.00/磅 3KG x 4,,泰兴,,12kg,,,,,,,,,,20,kg,[],
733,12KG ECD 花枝丸 22.00/磅 3KG x 4袋,,泰兴,,12kg,,,,,,,,,,22,kg,[],
734,18KG ECD 魚蓉燒賣 9.90/磅 3 KG X 6,,泰兴,,18kg,,,,,,,,,,9.9,kg,[],
735,24包 ECD 豬柳漢堡 1.3 oz (每包6塊) 540/合,,泰兴,,,,,,,,,,,,1.3,pc,[],
736,2.4kg x4袋 上海大成 麥香雞 (漢堡) 370/合 4 x 50塊,,泰兴,,,,,,4K+,,,,,,2.4,kg,[],
737,12KG 上海大成 鹽酥雞粒 570 箱,鹽酥雞粒,泰兴,PREMADE,12kg,,,,,,,,,,,kg,[],
738,3 KG x 4袋,,泰兴,,,,,,,,,,,,,kg,[],
739,"10KG 台式 鹽酥雞 500克 x 20包 480箱 8 KG 日式""真打""烏冬 (5個x200克) 紅色 160/合 1kg x 8",鹽酥雞粒,泰兴,PREMADE,10kg,,,,+200G,,,,,,,kg,[],
741,"15KG M 太陽牌鹹豬手 16.60/磅 1000-1200克 (每包20-22塊 , 每包1.25磅)",,泰兴,,15kg,,,,+200G,,,,,,1.25,kg,[],
742,15KG L 太陽牌鹹豬手 16.60/磅 1200克上,,泰兴,,15kg,,,,+200G,,,,,,16.6,kg,[],
743,15隻裝 (生) 冇骨鹹豬手 560/合 每隻600克,,泰兴,,,,,,,,,,,,,lb,[],
744,15KG XS VT牌 鹹豬手 14.00/磅,,泰兴,,15kg,,,,,,,,,,14,kg,[],
745,15KG S VT牌 鹹豬手 14.00/磅 800-1000克,,泰兴,,15kg,,,,,,,,,,14,kg,[],
746,15KG M VT牌 鹹豬手 14.00/磅 1000-1200克,,泰兴,,15kg,,,,+200G,,,,,,14,kg,[],
747,15KG L VT牌 鹹豬手 14.00/磅 1200克上,,泰兴,,15kg,,,,+200G,,,,,,14,kg,[],
748,25 KG 輝煌 豬 肉眼 12.00/磅 Frimesa,牛肉眼,泰兴,BEEF,,,FRIMESA,,,,,,,,12,kg,[],
749,18KG 輝煌 豬 肚 11.50/磅 24磅 旭日 太陽雞肉腸 12.00/磅 32包 x12oz,,泰兴,,18kg,,,,,,,,,,12,kg,[],
750,24 磅 勝利寶牌 高級雞肉腸 12.00/磅 32包 x12oz,,泰兴,,,,,,,,,,,,12,lb,[],
751,10 KG 蜜糖 雞尾腸 2.5 kg x 4包 18.00/磅,,泰兴,,,,,,,,,,,,18,kg,[],
752,10 KG 荷 P 584 豬爭 8.50/磅 10KG 片裝煙腩 Olympia 奧運牌 35 /磅 2 X 5KG,,泰兴,,10kg,荷蘭,P584,,,,,,,,8.5,kg,[],
753,10 KG Aurora 豬大腸 18.00/磅 72.75磅 飛馬火腿 ( 罐裝 ) 17.90/磅,豬大腸,泰兴,PORK,,,AURORA,,,,,,,,17.9,kg,[],
754,"10 KG Aurora 豬 仔骨 12.00/磅 10磅 衛星2號火腿扒 17.70/磅 四片裝, 10包",火腿,泰兴,PREMADE,,,AURORA,,,,,,,,17.7,kg,[],
755,20 KG Alibem 豬 頸骨 5.00/磅 20包 奧運牌 火腿片 275/合 每包340克,豬頸骨,泰兴,PORK,,,ALIBEM,,,,,,,,5,kg,[],
756,11磅 衛星2號 條腿 18.00/磅,,泰兴,,,,,,,,,,,,18,lb,[],
757,10磅 10片裝火腿 18.00/磅,火腿,泰兴,PREMADE,,,,,,,,,,,18,lb,[],
758,"10磅 衛星2號腿片 18.00/磅 10片裝, 10包",,泰兴,,,,,,,,,,,,18,lb,[],
759,10磅 白盒腿片 15.80/磅,,泰兴,,,,,,,,,,,,15.8,lb,[],
760,24包裝 400克方條火腿 (磚) 380/合 勝利寶,火腿,泰兴,PREMADE,,,,,,,,,,,,pc,[],
761,14.5KG 三文治火腿 16.90/磅 皇朝牌,火腿,泰兴,PREMADE,5kg,,,,,,,,,,16.9,kg,[],
762,20磅 火腿肉 13.30/磅,火腿,泰兴,PREMADE,,,,,,,,,,,13.3,lb,[],
763,10KG 黑椒 煙鴨胸 200-220克 34.00/KG ECD,,泰兴,,10kg,,,,+200G,,,,,,34,kg,[],
764,12 KG 力高 粟米 9.80 /磅  羊 5.4KG 中國 羔羊 三拼 火鍋肉卷 680 /箱 540克 x 10盒,粟米,泰兴,VEGETABLE,,中國,LIGO,,4K+,,,,,,5.4,kg,[],
765,12 KG 力高 青豆 10.00 /磅 ,,泰兴,,,,LIGO,,,,,,,,10,kg,[],
766,16.9 LB Simplot 120's 大薯餅 330/合 10塊 x 12小盒,,泰兴,,,,,,,,,,,,16.9,lb,[],
767,30LB Simplot 1 安士 三角薯餅 300/箱,肩胛肥牛肉,泰兴,BEEF,30lb,,,,+300G,,,,,,,lb,[],
768,30LB Simplot 兩安士 三角薯餅 300/箱,肩胛肥牛肉,泰兴,BEEF,30lb,,,,+300G,,,,,,,lb,[],
769,30LB Simplot 有味 有皮薯角 11.00 / 磅,,泰兴,,30lb,,,,帶皮,,,,,,11,lb,[],
770,30LB Simplot 原味 有皮薯角 11.00 / 磅,,泰兴,,30lb,,,,帶皮,,,,,,11,lb,[],
771,33.8 LB Simplot 240's 大薯餅 640/合 20 x 12 小合,,泰兴,,,,,,,,,,,,33.8,lb,[],
772,30 LB Simplot 牛扒薯 10.50 / 磅,,泰兴,,,,,,,,,,,,10.5,lb,[],
773,27 LB Simplot 辣味 薯格 12.50 /磅,,泰兴,,,,,,,,,,,,12.5,lb,[],
774,"30 LB Simplot 粗直 3/8"" 11.00/磅",,泰兴,,,,,,直,,,,,,11,lb,[],
775,"30 LB Simplot 曲條 3/8"" 10.00/磅",,泰兴,,,,,,,,,,,,10,lb,[],
