,productName,productTag,supplier,category,packing,origin,brand,effectiveDate,spec1,spec2,spec3,spec4,spec5,spec6,price,weightUnit,warehouse,notes
3484,1182廠 原隻鵝肝,,浩新,,10K,匈牙利,,,,,,,,,清,kg,嘉1,
3485,鵝肝片40/60,,浩新,,10K,匈牙利,,,,,,,,,清,kg,嘉1,
3486,TPG 雞髀 220/240g 層裝,雞白髀,浩新,CHICKEN,12K,,,,220/240,,,,,,11.00,lb,嘉1,
3487,TPG 雞髀 240/260g 層裝,雞白髀,浩新,CHICKEN,12K,,,,240/260,,,,,,11.00,lb,嘉1,
3488,TPG 雞髀 220/240g 2kg x 6,雞白髀,浩新,CHICKEN,12K,,,,220/240,,,,,,清,lb,嘉1,
3489,TPG 雞髀 240/260g 2kg x 6,雞白髀,浩新,CHICKEN,12K,,,,240/260,,,,,,清,lb,嘉1,
3490,TPG 雞髀 260/280g 2kg x 6,雞白髀,浩新,CHICKEN,12K,,,,260/280,,,,,,11.00,lb,嘉1,
3491,TPG 有皮雞胸 2kg x 6,雞大胸,浩新,CHICKEN,12K,,,,帶皮,,,,,,清,lb,嘉1,
3492,TPG 雞扒 230g+ 層裝,雞扒,浩新,CHICKEN,12K,,,,,,,,,,12.50,lb,嘉1,
3493,TPG 雞扒 230g+ 2kg x 6,雞扒,浩新,CHICKEN,12K,,,,,,,,,,12.50,lb,嘉1,
3494,奇妙牌 泰中翼 30+ (層裝),雞中翼,浩新,CHICKEN,15K,,,,,,,,,,清,lb,嘉1,
3495,TPG 泰中翼 35+ (層裝),雞中翼,浩新,CHICKEN,12K,,,,,,,,,,23.00,lb,嘉1,
3496,TPG 泰中翼 35+ (1K X 12),雞中翼,浩新,CHICKEN,12K,,,,,,,,,,19.50,lb,嘉1,
3497,LT 泰中翼 30+ (層裝) (6K X 2),雞中翼,浩新,CHICKEN,12K,,,,,,,,,,清,lb,嘉1,
3498,BETAGRO 泰中翼 35+ IQF (1K X 12),雞中翼,浩新,CHICKEN,12K,,,,,,,,,,20.80,lb,嘉1,
3499,"""櫻姬"" 有皮雞髀扒 2K x 6",雞扒,浩新,CHICKEN,12K,,,,帶皮,,,,,,80.00,kg,嘉1,
3500,"""櫻姬"" 有皮大胸 2K x 6",,浩新,,12K,,,,帶皮,,,,,,清,kg,嘉1,
3501,"""櫻姬"" 雞柳 2K x 6",雞柳,浩新,CHICKEN,12K,,,,,,,,,,清,kg,嘉1,
3502,奇妙牌 日式照燒雞件 零售裝(原味)(300g x 36),,浩新,,10.8K,,,,+300G,,,,,,650.00,ctn,嘉1,
3503,奇妙牌 日式照燒雞件 零售裝(黑椒)(300g x 36),,浩新,,10.8K,,,,+300G,,,,,,650.00,ctn,嘉1,
3504, 羊前膝 (真空包裝),,浩新,,抄碼,澳洲,MIDFIELD,,,,,,,,29.00,lb,嘉1,
3505, 羊前膝,,浩新,,抄碼,紐西蘭,SILVER FERN,,,,,,,,33.50,lb,嘉1,
3506, 羊後膝 (真空包裝),,浩新,,抄碼,澳洲,MIDFIELD,,,,,,,,清,lb,嘉1,
3507, 羊後膝,,浩新,,抄碼,紐西蘭,SILVER FERN,,,,,,,,清,lb,嘉1,
3508, 無骨羊肶 (L),,浩新,,抄碼,澳洲,MIDFIELD,,,,,,,,清,lb,嘉1,
3509, 無骨羊肶 (L) C/ON,,浩新,,抄碼,澳洲,MIDFIELD,,,,,,,,清,lb,嘉1,
3510, 無骨羊肶 (M),,浩新,,抄碼,澳洲,MIDFIELD,,,,,,,,清,lb,嘉1,
3511, 無骨羊肶,,浩新,,抄碼,紐西蘭,SILVER FERN,,,,,,,,清,lb,嘉1,
3512, 有骨羊肶 (L) C/OFF,,浩新,,抄碼,澳洲,MIDFIELD,,,,,,,,26.00,lb,嘉1,
3513, 有骨羊肶 (L) C/ON,,浩新,,抄碼,澳洲,MIDFIELD,,,,,,,,24.00,lb,嘉1,
3514, 有骨羊肶 (M),,浩新,,抄碼,澳洲,MIDFIELD,,,,,,,,20.00,lb,嘉1,
3515, 有骨羊肶,,浩新,,抄碼,紐西蘭,SILVER FERN,,,,,,,,33.00,lb,嘉1,
3516, 網裝羊肩肉 (M),,浩新,,抄碼,澳洲,MIDFIELD,,網裝,,,,,,清,lb,嘉1,
3517, 網裝羊肩肉 (L),,浩新,,抄碼,澳洲,MIDFIELD,,網裝,,,,,,41.00,lb,嘉1,
3518, 網裝羊肩肉,,浩新,,抄碼,紐西蘭,SILVER FERN,,網裝,,,,,,清,lb,嘉1,
3519, 方切羊肩 (帶骨),羊仔肩有骨方切,浩新,LAMB,抄碼,紐西蘭,SILVER FERN,,,,,,,,27.00,lb,嘉1,
3519, 方切羊肩 (帶骨),羊仔肩有骨方切,浩新,LAMB,抄碼,紐西蘭,SILVER FERN,,,,,,,,27.00,lb,光1,
3520, 精修羊腩,羊腩,浩新,LAMB,20K,澳洲,MIDFIELD,,,,,,,,17.00,lb,嘉1,
3521, 羊腩 (帶骨),羊腩,浩新,LAMB,10K,紐西蘭,SILVER FERN,,,,,,,,34.00,lb,嘉1,
3522, 羊腩 (帶骨),羊腩,浩新,LAMB,18K,紐西蘭,SILVER FERN,,,,,,,,清,lb,嘉1,
3523, 羊腩 (帶骨),羊腩,浩新,LAMB,20K,紐西蘭,SILVER FERN,,,,,,,,34.00,lb,嘉1,
3524, 法式羊架,法式羊架,浩新,LAMB,抄碼,紐西蘭,SILVER FERN,,,,,,,,246.00,kg,嘉1,
3525, 法式羊架 CAP ON,法式羊架,浩新,LAMB,抄碼,澳洲,MIDFIELD,,,,,,,,清,kg,嘉1,
3526, 法式羊架 CAP OFF,法式羊架,浩新,LAMB,抄碼,澳洲,MIDFIELD,,,,,,,,232.00,kg,嘉1,
3527, 短羊架 (L) H grade,,浩新,,抄碼,澳洲,MIDFIELD,,,,,,,,43.00,lb,嘉1,
3528, 短羊架 (7骨),,浩新,,抄碼,紐西蘭,SILVER FERN,,,,,,,,57.50,lb,嘉1,
3529, ⾧羊架,,浩新,,抄碼,紐西蘭,SILVER FERN,,,,,,,,47.00,lb,嘉1,
3530, 羊柳 (抽空小包),,浩新,,抄碼,紐西蘭,SILVER FERN,,,,,,,,清,kg,嘉1,
3531,奇妙牌 網裝羊肩肉,,浩新,,20K,中國,,,網裝,,,,,,清,lb,嘉1,
3532,奇妙牌 柱裝羊卷肉,羊仔肩捲肉,浩新,LAMB,20K,中國,,,柱裝,,,,,,35.50,lb,嘉1,
