,productName,productTag,supplier,category,packing,origin,brand,effectiveDate,spec1,spec2,spec3,spec4,spec5,spec6,price,weightUnit,warehouse,notes
174, 豬仔骨,,盈星,,,巴西,AURORA,2022.01.25,,,,,,,15.0,kg,其士,
175, 豬仔骨,,盈星,,,巴西,PALMALI,2022.01.25,,,,,,,12.0,kg,沙2,
176, 豬仔骨60,,盈星,,,巴西,SEARA,2022.01.25,,,,,,,11.7,kg,沙2,
177, 豬軟骨,豬軟骨,盈星,PORK,,荷蘭,P109,2022.01.25,,,,,,,14.8,kg,沙2,
178, 豬軟骨,豬軟骨,盈星,PORK,,荷蘭,P584,2022.01.25,,,,,,,14.6,kg,沙2,
179, 豬肋排,豬肋排,盈星,PORK,,荷蘭,P584,2022.01.25,,,,,,,8.6,kg,沙2,
180, 豬肋排(分包),豬肋排,盈星,PORK,,巴西,ALIBEM,2022.01.25,分包,,,,,,10.8,kg,沙2,
181, 豬柳P915,,盈星,,,巴西,ALIBEM,2022.01.25,,,,,,,9.8,kg,沙2,
182, 豬柳P151,,盈星,,,巴西,ALEGRA,2022.01.25,,,,,,,10.5,kg,沙2,
183, 豬脷,豬舌,盈星,PORK,,巴西,PIF PAF,2022.01.25,,,,,,,4.5,kg,沙2,
184, 豬脷,豬舌,盈星,PORK,,巴西,PIF PAF,2022.01.25,,,,,,,6.8,kg,沙2,
185,P515 生大腸,,盈星,,,荷蘭,,2022.01.25,,,,,,,8.0,kg,沙2,
186, 豬大腸P915/2146,豬大腸,盈星,PORK,,巴西,ALIBEM,2022.01.25,,,,,,,12.0,kg,沙2,
187, 熟豬大腸,豬大腸,盈星,PORK,,巴西,ALEGRA,2022.01.25,,,,,,,11.0,kg,沙2,
188, 熟豬大腸,豬大腸,盈星,PORK,,巴西,PIF PAF,2022.01.25,,,,,,,12.0,kg,沙2,
189, 豬大腸,豬大腸,盈星,PORK,,巴西,PALMALI,2022.01.25,,,,,,,11.7,kg,沙2,
190,FRISA 牛胸油 P2051,,盈星,,,巴西,,2023-08-01現貨報價單.pdf,,,,,,,26.5,kg,沙2,
191,FRISA 金錢展 P2051**,金錢𦟌,盈星,BEEF,,巴西,,2023-08-01現貨報價單.pdf,,,,,,,29.0,kg,沙2,
192,FRISA 金錢展(不分廠號),金錢𦟌,盈星,BEEF,,巴西,,2023-08-01現貨報價單.pdf,,,,,,,30.0,kg,沙2,
193, 牛腩,牛腩,盈星,BEEF,,巴西,FRIGON,2023-08-01現貨報價單.pdf,,,,,,,15.4,kg,沙2,
194,FRISA 牛柳頭1.5K+ P506/P2051,牛柳頭,盈星,BEEF,,巴西,,2023-08-01現貨報價單.pdf,1.5K+,,,,,,21.8,kg,沙2,
195, 牛柳頭1K+ P421,牛柳頭,盈星,BEEF,,巴西,MINERVA,2023-08-01現貨報價單.pdf,1K+,,,,,,21.5,kg,沙2,
196, 牛柳頭1K+ P792,牛柳頭,盈星,BEEF,,巴西,MINERVA,2023-08-01現貨報價單.pdf,1K+,,,,,,21.5,kg,沙2,
197, 牛仔扒 P4507,牛仔扒,盈星,BEEF,,巴西,ANGLO,2023-08-01現貨報價單.pdf,,,,,,,16.0,kg,沙2,
198,FRISA 牛仔扒 P2051,牛仔扒,盈星,BEEF,,巴西,,2023-08-01現貨報價單.pdf,,,,,,,23.0,kg,沙2,
199, 牛仔扒P1940,牛仔扒,盈星,BEEF,,巴西,MINERVA,2023-08-01現貨報價單.pdf,,,,,,,14.8,kg,沙2,
199, 牛仔扒P1940,牛仔扒,盈星,BEEF,,巴西,MINERVA,2023-08-01現貨報價單.pdf,,,,,,,14.8,kg,其士,
199, 牛仔扒P1940,牛仔扒,盈星,BEEF,,巴西,MINERVA,2023-08-01現貨報價單.pdf,,,,,,,14.8,kg,光1,
200, 牛仔扒P2500,牛仔扒,盈星,BEEF,,巴西,MINERVA,2023-08-01現貨報價單.pdf,,,,,,,14.8,kg,沙2,
200, 牛仔扒P2500,牛仔扒,盈星,BEEF,,巴西,MINERVA,2023-08-01現貨報價單.pdf,,,,,,,14.8,kg,光1,
201, 牛仔扒P2911,牛仔扒,盈星,BEEF,,巴西,MINERVA,2023-08-01現貨報價單.pdf,,,,,,,14.8,kg,其士,
202, 牛仔扒P2471,牛仔扒,盈星,BEEF,,巴西,MINERVA,2023-08-01現貨報價單.pdf,,,,,,,14.8,kg,沙2,
